Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1352 12 25,Alta Valtiberina,7,43.469,12.127,9,6.31
1358,Alta Valtiberina,1,43.57,12.141,06/07/20,4.86
1367,Cassinese,1,41.54,13.867,7,5.1
1384 10 22,Teramo,2,42.659,13.703,7,5.1
1386 03 17,Napoli,1,40.849,14.25,07/08/20,3.75
1389 04,Fano,1,43.837,13.018,7,5.1
1389 10 18,Alta Valtiberina,9,43.527,12.299,9,6.03
1398 04 03,Aquilano,2,42.351,13.399,6,4.63
1406 09 16,Napoli,1,40.849,14.25,5,3.12
1423 11 10,L'Aquila,1,42.351,13.399,5,4.16
1438 02 02 12 15,Colli Albani,1,41.787,12.677,07/08/20,5.33
1449 10 15 20 45,Crete Senesi,2,43.234,11.56,6,4.63
1456 12 05,Appennino centro-meridionale,199,41.302,14.711,11,7.19
1456 12 09,Sansepolcro,1,43.57,12.141,05/06/20,4.4
1456 12 30 08 20,Appennino centro-meridionale,2,,,,
1457 01 08,Napoli,1,40.849,14.25,6,3.37
1457 02 10,Capua,2,41.106,14.214,05/06/20,4.4
1458 04 26 12 15,Alta Valtiberina,5,43.463,12.236,08/09/20,5.8
1458 05,Appennino umbro-marchigiano,2,43.194,13.229,05/06/20,4.4
1458 05 01 00 35,Alta Valtiberina,2,43.457,12.239,6,4.63
1461 11 27,Aquilano,8,42.308,13.543,10,6.5
1461 11 27 23 05,Aquilano,,,,,
1462 01 03 20 25,Aquilano,1,42.351,13.399,5,4.16
1462 01 04 22 25,Aquilano,1,42.351,13.399,5,4.16
1462 03 27 02,Aquilano,1,42.351,13.399,5,4.16
1465 05 17,Gubbio,1,43.351,12.577,6,4.63
1466 12 20 11,Aquilano,2,42.351,13.399,5,4.16
1466 12 26,Gubbio,1,43.351,12.577,6,4.63
1470 01,Campi Flegrei (Pozzuoli),1,40.822,14.123,7,3.63
1471 03,Gubbio,1,43.351,12.577,5,4.16
1474 08 18,Ancona,1,43.619,13.513,7,5.1
1477 01 30 16,Valle Umbra,1,42.955,12.704,05/06/20,4.4
1477 02 03 01,Valle Umbra,3,42.955,12.704,06/07/20,4.86
1480,Ascolano,4,42.919,13.835,06/07/20,4.86
1484,Sansepolcro,1,43.57,12.141,7,5.1
1484 01 19,Sabina,6,42.092,12.565,06/07/20,5.02
1489,Sansepolcro,1,43.57,12.141,7,5.1
1496 06,Valle Umbra,3,42.806,12.742,5,4.16
1498 04 10,L'Aquila,1,42.351,13.399,05/06/20,4.4
1498 04 11 08 50,Senese,2,43.197,11.506,05/06/20,4.4
1498 10 07,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1498 10 20,Campi Flegrei (Pozzuoli),2,40.822,14.123,7,3.63
1499 03 18 01 45,Napoli,1,40.849,14.25,5,3.12
1499 12 05 22,Nola,1,40.926,14.529,8,5.56
1502 03 10,Reatino,2,42.386,12.949,7,5.1
1502 09 06,Appennino anconetano,2,43.462,13.087,6,4.63
1503 11 14,Appennino anconetano,3,43.425,13.024,06/07/20,4.86
1505 05 18 08 55,Campi Flegrei (Agnano),3,40.83,14.149,07/08/20,3.75
1508 04 25,Campi Flegrei (Pozzuoli),1,40.822,14.123,8,3.88
1508 07 19 08 55,Napoli,1,40.849,14.25,5,3.12
1509 12 24 21,Val d'Orcia,1,42.896,11.769,6,4.63
1511 04,Anconetano,2,43.44,13.61,6,4.63
1519,Reatino,1,42.386,12.949,6,4.63
1520 01 09 17 30,Alta Valtiberina,1,43.541,12.054,06/07/20,4.86
1520 01 28 23 50,Campi Flegrei (Pozzuoli),2,40.835,14.186,06/07/20,3.5
1529 01 01,Spoleto,1,42.736,12.737,06/07/20,4.86
1530 11 11 16 30,Senese,3,43.207,11.559,05/06/20,4.4
1536 08 07,Napoli,1,40.849,14.25,5,3.12
1537 02 14,Campi Flegrei (Pozzuoli),2,40.822,14.123,06/07/20,3.5
1538 04 20,Campi Flegrei,1,40.849,14.25,05/06/20,3.25
1538 09 20,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 22,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 23,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 24,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 25,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 26,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 27,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 28 06 00,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 28 17 30,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 29 11 00,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 29 18 30,Campi Flegrei (Pozzuoli),2,40.822,14.123,8,3.88
1540 04 08,Fermo,1,43.162,13.718,06/07/20,4.86
1545 11 27 02,Val d'Orcia,6,43.067,11.643,07/08/20,5.33
1545 11 28,Val d'Orcia,1,43.076,11.679,5,4.16
1545 11 29,Val d'Orcia,1,43.076,11.679,5,4.16
1557,Isola d'Ischia,1,40.721,13.953,06/07/20,3.5
1557 04 23 21,L'Aquila,1,42.351,13.399,5,4.16
1558 02 08 18 15,Alta Valtiberina,5,43.457,12.239,7,5.1
1559 04 11 20,Alta Valtiberina,3,43.62,12.091,06/07/20,4.86
1563 09 17 09 30,Teramano,1,42.58,13.978,05/06/20,4.4
1564 07,Campi Flegrei,2,40.835,14.186,5,3.12
1566 05 01 09 37,Campi Flegrei,1,40.822,14.123,05/06/20,3.25
1566 05 06 22 45,Campi Flegrei,2,40.835,14.186,5,3.12
1567,Norcia,1,42.793,13.094,06/07/20,4.86
1568 12 27,Campi Flegrei (Pozzuoli),2,40.822,14.123,6,3.37
1570 04 30 23 06,Campi Flegrei (Pozzuoli),2,40.835,14.186,06/07/20,3.5
1575 06 05 20 30,Napoli,2,40.849,14.25,05/06/20,3.25
1577 06 06 23,Colli Albani,1,41.688,12.778,05/06/20,4.4
1579,Marsica,1,41.808,13.789,05/06/20,4.4
1582 04 16,Campi Flegrei (Pozzuoli),1,40.822,14.123,7,3.63
1582 06 05 07 08,Campi Flegrei (Pozzuoli),2,40.822,14.123,8,3.88
1587,Benevento,1,41.131,14.778,6,4.63
1590 06 13 10 30,Valle Umbra,3,43.065,12.497,06/07/20,4.86
1592 11 24,Valle Umbra,1,42.877,12.747,7,5.1
1593 04 23,Bacino di Gubbio,7,43.31,12.421,07/08/20,5.33
1595 10 30,Gubbio,1,43.351,12.577,05/06/20,4.4
1597 03 05,Monti Martani,2,42.778,12.466,6,4.63
1599 11 06 01 25,Valnerina,20,42.724,13.021,9,6.07
1601 08 10,Napoli,1,40.849,14.25,5,3.12
1612 10 14,Appennino umbro-marchigiano,7,43.246,12.853,7,5.11
1614 08,Perugia,1,43.112,12.389,06/07/20,4.86
1616,Sabina,1,,,,
1617 03 23,Jesi,2,43.522,13.245,05/06/20,4.4
1619 07 07 22,Aquilano,5,42.526,13.296,07/08/20,5.33
1626 05 12,Macerata,1,43.3,13.453,7,5.1
1627 07,Monti della Laga,1,42.694,13.248,07/08/20,5.33
1627 07 30 10 50,Capitanata,64,41.737,15.342,10,6.66
1627 07 30 11 05,Capitanata,1,41.685,15.381,08/09/20,5.8
1627 08 07 16 40,Capitanata,5,41.758,15.328,9,6.03
1627 09 06 15 50,Capitanata,2,41.597,15.358,08/09/20,5.8
1628 07 12,Capitanata,1,41.685,15.381,05/06/20,4.4
1631 02 25,Appennino umbro-marchigiano,1,43.052,12.855,7,5.1
1631 12,Area Vesuviana,2,40.817,14.309,05/06/20,3.25
1639 10 07,Monti della Laga,39,42.639,13.261,09/10/20,6.21
1639 10 15 00 30,Monti della Laga,,,,,
1646 04 28 07,Monti della Laga,10,42.615,13.247,9,5.9
1646 06 19 03,L'Aquila,1,42.351,13.399,06/07/20,4.86
1647 05 05 12 30,Gargano,5,41.732,15.558,07/08/20,5.69
1647 05 17,Viterbese,4,42.415,12.143,05/06/20,4.82
1648 01 01,Spoleto,1,42.736,12.737,06/07/20,4.86
1654 07 24 00 25,Sorano,44,41.635,13.683,09/10/20,6.33
1655 02 03,Spoleto,2,42.736,12.737,06/07/20,4.86
1657 01 29 02,Capitanata,12,41.726,15.393,08/09/20,5.96
1667,Spoleto,1,42.736,12.737,7,5.1
1668 08 22,Alta Valtiberina,2,43.514,12.19,5,4.16
1672 04 14 15 45,Riminese,92,43.941,12.576,8,5.59
1672 06 08 17 30,Monti della Laga,10,42.569,13.302,07/08/20,5.33
1675 11,Abruzzo,1,,,,
1679 03 24 11 30,Val d'Orcia,4,43.136,11.665,06/07/20,4.86
1685,Valle del Metauro,2,43.662,12.541,04/05/20,3.93
1688 01 14,Benevento,1,41.131,14.778,5,4.16
1688 06 05 15 30,Sannio,215,41.283,14.561,11,7.06
1688 07 23,Capitanata,3,41.687,15.337,07/08/20,5.33
1688 08 14,Beneventano,3,41.208,14.669,06/07/20,4.86
1688 10 12,Beneventano,1,41.131,14.778,05/06/20,4.4
1689,Montefeltro,1,43.664,12.411,7,5.1
1689 04,Valle Umbra,2,42.877,12.747,6,4.63
1689 07 21 09,Reatino,1,42.415,13.076,5,4.16
1689 07 21 11,Reatino,1,42.415,13.076,7,5.1
1690 01 26,Valle Umbra,3,42.916,12.726,6,4.63
1690 02 03 02 30,Valle Umbra,1,42.955,12.704,05/06/20,4.4
1690 03 22 21 50,Alta Valtiberina,1,43.457,12.239,06/07/20,4.86
1690 12 23 00 20,Costa anconetana,16,43.55,13.594,8,5.58
1692 10 23 20 10,Costa pesarese,2,43.837,13.018,5,4.16
1693 02 22 08 30,Alta Valtiberina,2,43.442,12.436,5,4.16
1693 03 24,Lazio-Molise,6,41.652,13.922,06/07/20,5.22
1693 10 12,Bacino di Gubbio,2,43.351,12.577,5,4.16
1693 10 15,Bacino di Gubbio,6,43.282,12.635,06/07/20,4.85
1694 01,Bacino di Gubbio,3,43.351,12.577,6,4.63
1694 04 08,Alta Valtiberina,6,43.62,12.091,07/08/20,5.4
1694 10 07 15,Penisola sorrentina,9,40.669,14.453,05/06/20,4.71
1694 10 09,Avellino,2,40.914,14.793,05/06/20,4.4
1695 06 11 02 30,Lazio settentrionale,50,42.613,12.11,08/09/20,5.8
1698 12,Anconetano,2,43.619,13.513,6,4.63
1699,Matese,2,41.527,13.837,03/04/20,3.46
1699 05 07,Viterbese,2,42.416,12.107,4,3.7
1699 05 09,Viterbese,4,42.388,12.177,05/06/20,4.4
1700 02 05,Val d'Orcia,4,42.871,11.668,06/07/20,4.86
1702 03 14 04 30,Sannio-Irpinia,4,41.131,14.778,06/07/20,4.86
1702 03 14 05,Sannio-Irpinia,37,41.12,14.989,10,6.56
1702 04 02 06 20,Sannio-Irpinia,4,41.131,14.778,06/07/20,4.86
1702 04 06 16 55,Sannio-Irpinia,1,41.131,14.778,06/07/20,4.86
1702 10 18,Valnerina,5,42.755,13.053,5,4.16
1702 11 14,Valnerina,2,42.837,12.858,05/06/20,4.4
1703 01 14 18,Valnerina,197,42.708,13.071,11,6.92
1703 01 16 13 30,Appennino laziale-abruzzese,22,,,,
1703 02 02 11 05,Aquilano,69,42.434,13.292,10,6.67
1703 05 25,Sabina,3,,,,
1703 06 29 18,Valnerina,3,42.749,12.948,05/06/20,4.4
1704 05 20,Valnerina,3,42.793,13.094,5,4.16
1704 08,Abruzzo,1,,,,
1705 11 29,Abruzzo-Lazio,4,,,,
1706 11 03 13,Maiella,99,42.076,14.08,10/11/20,6.84
1707 03 24,Monti Martani,8,42.699,12.617,07/08/20,5.21
1711 03 30 03,Cassinese,1,41.491,13.814,5,4.16
1712 03 28,Appennino umbro-marchigiano,3,43.513,12.734,06/07/20,4.86
1712 05 08,Campobasso,1,41.561,14.66,06/07/20,4.86
1714,Narni,1,42.517,12.521,07/08/20,5.33
1716 10 04,Valnerina,1,42.718,13.013,06/07/20,4.86
1716 11,Adriatico meridionale,5,,,,
1717 02,Abruzzo,1,,,,
1717 03 31,Costa pesarese,1,43.91,12.91,5,4.16
1718 07 14,Cassinese,1,41.491,13.814,5,4.16
1718 08 18,Maceratese,4,43.3,13.453,05/06/20,4.4
1719 06 27 06 30,Valnerina,16,42.876,13.047,8,5.59
1720 08 28,Cassinese,2,41.491,13.814,05/06/20,4.35
1721 06 18,Appennino umbro-marchigiano,1,43.052,12.855,7,5.1
1723 06,Roccamonfina,1,41.288,13.983,05/06/20,4.4
1723 09 19,Cassinese,1,41.491,13.814,05/06/20,4.4
1725 04 17 13,Appennino umbro-marchigiano,8,43.564,12.487,05/06/20,4.8
1725 04 18 13,Appennino umbro-marchigiano,1,43.457,12.239,5,4.16
1726 04 19 22,Crete Senesi,5,43.242,11.51,07/08/20,5.33
1726 09 23,Bacino di Gubbio,13,43.309,12.546,6,4.85
1727 12 14 19 45,Valle del Metauro,32,43.61,12.819,7,5.24
1728 02 08,Roccamonfina,3,41.294,13.983,06/07/20,4.86
1730 05 12 05,Valnerina,115,42.753,13.12,9,6.04
1730 10 23,Bacino di Gubbio,9,43.282,12.619,06/07/20,4.86
1731 03 29,Alta Valtiberina,9,43.67,12.041,6,4.76
1731 04 26,Cassinese,6,41.489,13.822,05/06/20,4.56
1731 09 15 14,Abruzzo,2,,,,
1732 11 29 07 40,Irpinia,183,41.064,15.059,10/11/20,6.75
1733 07 16 04,Irpinia,2,41.023,14.785,5,4.16
1733 10 19 03 30,Anconetano,4,43.666,13.368,04/05/20,3.93
1733 10 20,Anconetano,1,43.619,13.513,05/06/20,4.4
1735 01 26,Casertano,3,41.038,14.387,5,4.16
1737 03 31 17 20,Monti di Avella,3,40.92,14.661,7,5.1
1738 07 19 01,Lazio settentrionale,2,42.626,12.095,06/07/20,4.86
1739 02 12 21 30,Tavoliere delle Puglie,5,41.462,15.545,05/06/20,4.4
1739 02 27 04 20,Benevento,3,41.131,14.778,05/06/20,4.4
1740 06,Valle Umbra,2,42.893,12.652,04/05/20,3.93
1740 07 13,Appennino umbro-marchigiano,2,43.313,12.761,6,4.63
1741 04 24 09 20,Fabrianese,135,43.425,13.005,9,6.17
1741 08 06 13 30,Irpinia,8,41.049,14.97,07/08/20,5.44
1742,Marsica,1,42.084,13.546,05/06/20,4.4
1742 03 16 02 30,Maiella,1,42.042,14.188,6,4.63
1742 04,Marsica,1,42.084,13.546,5,4.16
1742 05,Marsica,1,42.084,13.546,5,4.16
1742 06 10 01,Appennino marchigiano,2,43.434,12.858,05/06/20,4.4
1742 08 17,Napoli,1,40.849,14.25,05/06/20,3.25
1743,Marsica,3,42.046,13.454,05/06/20,4.4
1743 01 21 21 55,Lazio settentrionale,22,42.614,12.074,7,5.01
1744 05 25,Costa pesarese,5,43.82,13.05,5,4.59
1745 03,Valle Umbra,2,42.736,12.737,7,5.1
1745 10 18,Cassinese,,41.483,13.8,6,4.63
1747 01 26,Appennino umbro-marchigiano,2,43.23,12.785,05/06/20,4.4
1747 04 17,Appennino umbro-marchigiano,63,43.204,12.769,9,6.05
1747 09 22,Appennino umbro-marchigiano,11,43.255,12.826,07/08/20,5.42
1748 07 25,Appennino umbro-marchigiano,1,43.113,12.788,05/06/20,4.4
1748 09 10 23 40,Colli Albani,3,41.826,12.606,05/06/20,4.4
1750 02 01,Aquilano,1,42.351,13.399,06/07/20,4.86
1750 02 08,Colli Albani,6,41.86,12.656,5,4.5
1751 06 11,Ternano,8,42.595,12.593,7,5.12
1751 07 27 01,Appennino umbro-marchigiano,66,43.225,12.739,10,6.38
1751 09 25,Umbria,1,,,,
1751 10 03,Appennino umbro-marchigiano,1,43.135,13.068,05/06/20,4.4
1752 01 02,Valnerina,4,42.623,12.778,06/07/20,4.86
1752 07 13 21 40,Appennino umbro-marchigiano,11,43.305,12.798,5,4.61
1752 08,Appennino umbro-marchigiano,1,43.457,12.239,4,3.7
1753 05 26,Ternano,5,42.613,12.547,6,4.8
1754 06 08 05 05,Colli Albani,8,41.778,12.764,5,4.47
1755 11 01 17,Val di Paglia,2,42.742,11.868,05/06/20,4.4
1756 02 02,Sezze,1,41.498,13.06,05/06/20,4.4
1756 10 06 20,Costa pesarese,7,43.899,12.84,04/05/20,3.93
1756 10 22 14,Napoletano,5,40.756,14.338,06/07/20,3.5
1759 08,Monti Simbruini,1,41.884,13.097,05/06/20,4.4
1759 06 14,Lazio settentrionale,2,42.612,12.133,5,4.16
1759 10 05 01,Cassinese,2,41.491,13.814,04/05/20,3.93
1760 01 12,Valnerina,6,43.059,13.311,05/06/20,4.4
1760 12 23,Area vesuviana,7,40.801,14.404,06/07/20,3.5
1761 04 05 14,Cassinese,1,41.491,13.814,05/06/20,4.4
1762 07 23,Isola d'Ischia,1,40.746,13.909,06/07/20,3.5
1762 10 06,Aquilano,13,42.308,13.585,8,5.54
1765 05 12,Casertano,3,41.405,13.983,06/07/20,4.86
1766 01,Valle dell'Aniene,1,41.918,13.11,06/07/20,4.86
1766 12 24 12 24,Valnerina,2,42.874,12.899,6,4.63
1767,Isola d'Ischia,1,40.735,13.919,06/07/20,3.5
1767 06 05 01 30,Valle Umbra,10,42.821,12.751,07/08/20,5.45
1767 09 02,Valle Umbra,2,42.736,12.737,05/06/20,4.4
1771 01,Sorano,1,41.718,13.613,7,5.1
1772 10 12,Alta Valtiberina,1,43.57,12.141,6,4.63
1773 03,Colli Albani,1,41.839,12.831,06/07/20,4.86
1773 06 22 06 22,Colli Albani,1,41.72,12.671,5,4.16
1774 01 31 19 30,Alta Valtiberina,3,43.61,12.128,6,4.63
1774 05 15,Monte Amiata,1,42.831,11.586,6,4.63
1776 03 29,Appennino laziale-abruzzese,2,,,,
1777 08 19 08 19,Sorano,3,41.697,13.537,05/06/20,4.4
1777 10 05 15 45,Val di Paglia,11,42.88,11.757,7,5.14
1778 01 04 16 30,Ancona,1,43.619,13.513,6,4.63
1778 01 24 07 45,Marsica,6,42.153,13.534,06/07/20,4.86
1778 08 03,Alta Valtiberina,1,43.57,12.141,6,4.63
1779 08 08 08 08,Napoletano,1,40.819,14.342,06/07/20,3.5
1779 10 01 00 45,Napoletano,3,40.736,14.447,6,3.37
1779 12 12,Napoletano,5,40.814,14.343,6,3.37
1781 01 03 02 30,Crete Senesi,22,43.171,11.537,07/08/20,5.19
1781 01 06 15,Crete Senesi,1,43.058,11.606,5,4.16
1781 01 11,Crete Senesi,4,43.287,11.746,06/07/20,4.86
1781 01 11 01 11,Isole Pontine,1,40.892,12.965,5,4.16
1781 02 25 02 25,Colli Albani,1,41.72,12.671,5,4.16
1781 04 13 08 30,Isole Pontine,1,40.892,12.965,5,4.16
1781 06 03,Cagliese,157,43.596,12.512,10,6.51
1781 06 03 06 35,Appennino marchigiano,,,,,
1782 01 11,Benevento,2,41.131,14.778,5,4.16
1782 09 24,Colli Albani,3,41.815,12.716,6,4.63
1783 11 15,Tavoliere delle Puglie,1,41.689,15.292,06/07/20,4.86
1784 04 06 23,Colli Albani,8,41.756,12.685,5,4.4
1785 05 03 02 30,Appennino umbro-marchigiano,11,43.073,12.955,7,5.1
1785 10 02 21 10,Monti Reatini,,,,,
1785 10 03 00 30,Monti Tiburtini,6,41.964,12.798,05/06/20,4.5
1785 10 09 03 15,Monti Reatini,33,42.536,12.788,08/09/20,5.76
1786 01 15,Bacino di Gubbio,1,43.351,12.577,7,5.1
1786 01 17,Bacino di Gubbio,4,43.361,12.553,05/06/20,4.44
1786 07 31,Aquilano,7,42.351,13.399,6,4.89
1788 04 18,Costa pesarese,2,43.837,13.018,05/06/20,4.4
1789 09 30 10,Alta Valtiberina,73,43.51,12.217,9,5.89
1791 01,L'Aquila,1,42.351,13.399,07/08/20,5.33
1791 10 11 13 05,Appennino umbro-marchigiano,54,42.95,12.861,8,5.57
1792 07 20,Ternano,9,42.532,12.714,06/07/20,5.06
1793 04 21,Appennino umbro-marchigiano,1,43.025,12.811,07/08/20,5.33
1793 07 25,Isole Pontine,2,40.844,13.198,6,4.63
1794 06 12 22 30,Irpinia,16,41.108,14.924,7,5.26
1794 06 15,Area vesuviana,3,40.786,14.367,4,2.87
1795 06 19 23 30,Maceratese,17,43.182,13.443,6,4.7
1795 08 15,Monti Tiburtini,2,41.918,12.871,6,4.63
1796 02 05 02,Aretino,9,43.534,11.873,7,4.96
1796 03 18 16 30,Isola d'Ischia,1,40.746,13.909,8,3.88
1798 09 08 16 45,Val d'Orcia,6,43.077,11.651,06/07/20,4.86
1799 07 28 22 05,Appennino marchigiano,70,43.193,13.151,9,6.18
1799 09 09 10 30,Foligno,1,42.955,12.704,7,5.1
1800 12 29 10 15,Colli Albani,7,41.688,12.778,6,4.74
1802 10 30 18 30,Val d'Orcia,17,43.085,11.535,7,5.15
1803 04 07,Gran Sasso,3,42.505,13.551,04/05/20,3.93
1804 05 22 19 15,Gran Sasso,24,42.529,13.646,8,5.42
1804 07 28 23,Valle Umbra,7,42.796,12.728,06/07/20,4.95
1805 05 09 01,Maceratese,3,43.459,13.483,05/06/20,4.4
1805 07 26 21,Molise,220,41.5,14.474,10,6.68
1805 10 13 22,Pianura Campana,3,41.002,14.393,7,5.1
1806 07 21 09,Cassinese,5,41.491,13.814,05/06/20,4.4
1806 08 26 07 35,Colli Albani,35,41.718,12.725,8,5.61
1807 01 28 17,Isernia,1,41.592,14.228,05/06/20,4.4
1809 08 14 11,Aquilano,1,42.351,13.399,6,4.63
1809 08 25 12 13,Macerata,2,43.3,13.453,6,4.63
1810 07 13 13,Colli Albani,3,41.72,12.671,05/06/20,4.4
1810 09 30,Valle del Metauro,2,43.608,12.239,04/05/20,3.93
1811 02 18 02 15,Colli Albani,3,41.89,12.652,04/05/20,3.93
1812 03 22 02 20,Campagna romana,1,41.899,12.477,06/07/20,4.86
1814 11 25,Beneventano,2,41.131,14.778,05/06/20,4.4
1814 12 01 06,Beneventano,1,41.131,14.778,6,4.63
1815 01 11 23 30,Monte Amiata,6,42.865,11.683,06/07/20,4.86
1815 09 03 23,Valnerina,24,42.832,13.015,8,5.58
1819 05 26 16 30,Tarquinia,1,42.252,11.757,7,5.1
1821 03 22,Rieti,1,42.402,12.86,7,5.1
1821 11 22 01 15,Costa molisana,9,41.975,15.214,07/08/20,5.59
1822 03 16,Vasto,1,42.117,14.708,07/08/20,5.33
1825 10 27 10,Isernia,1,41.592,14.228,05/06/20,4.4
1827 04 11,Isole Pontine,2,40.892,12.965,4,3.7
1828 02 02 09 15,Isola d'Ischia,10,40.745,13.899,08/09/20,4.01
1828 04 11 22 25,Appennino umbro-marchigiano,22,43.326,12.41,05/06/20,4.93
1829 06 01 09,Colli Albani,25,41.754,12.68,7,4.87
1829 07 03 13,Gargano,2,41.864,15.353,04/05/20,3.93
1830 12 29 11,Maiella,4,42.216,14.017,05/06/20,4.4
1831 10 27 10 45,Valle Umbra,,,,,
1831 11 23 04 17,Matese,1,41.484,14.469,05/06/20,4.4
1832 01 13 13,Valle Umbra,101,42.98,12.605,10,6.43
1832 02 21,Campi Flegrei,2,40.856,14.093,04/05/20,2.99
1832 10 31,Foligno,1,42.955,12.704,05/06/20,4.4
1832 11 14 11,Appennino umbro-marchigiano,5,42.955,13.108,6,4.76
1832 11 21 21,Appennino umbro-marchigiano,8,42.951,13.12,6,4.78
1832 12 04 19,Appennino umbro-marchigiano,6,43.005,13.07,07/08/20,5.35
1835 12 23,Cassinese,1,41.491,13.814,5,4.16
1837 05 14 05,Cassinese,5,41.505,13.808,6,4.69
1838 01 05 14,Valnerina,8,42.765,12.788,7,5.1
1838 02 14 07 30,Valnerina,24,42.84,12.909,8,5.48
1838 03 05,Costa molisana,2,42.058,14.851,04/05/20,3.93
1838 06 23,Costa pesarese,4,43.806,13.008,6,4.63
1838 08 05 17 15,Valnerina,10,42.877,12.884,7,5.19
1841 02 21,Gargano,13,41.627,15.637,06/07/20,5.17
1841 03 06 12,Isola d'Ischia,3,40.749,13.899,05/06/20,3.25
1841 04 14 04,Cagliese,4,43.546,12.651,05/06/20,4.4
1841 06 10,Maiella,11,42.082,14.08,7,4.96
1841 10 18 13,Valle del Pescara,1,42.244,13.933,5,4.16
1842 01 23,San Severino Marche,10,43.229,13.177,04/05/20,4.41
1843 11 18,Narni,1,42.517,12.521,06/07/20,4.86
1844 07 17,Monti Prenestini,1,41.839,12.891,06/07/20,4.86
1848 06 09 23 15,L'Aquila,1,42.351,13.399,5,4.16
1848 07 05 23,Isola di Ventotene,2,40.797,13.431,6,4.63
1848 12,L'Aquila,4,42.351,13.399,6,4.63
1850 11 02 02 30,Gargano,1,41.826,15.776,5,4.16
1850 11 11 09,Aquilano,6,42.282,13.592,6,4.63
1850 12 30 05 30,Marsica,4,42.048,13.514,06/07/20,4.86
1852 12 09 21 15,Gargano,12,41.703,15.482,5,4.31
1853 06 09,Savignano Irpino,1,41.228,15.181,5,4.16
1853 09 22,Spoleto,1,42.736,12.737,6,4.63
1853 12 20 15,Narni,1,42.517,12.521,06/07/20,4.86
1854 01 17 09,Narni,6,42.736,12.613,05/06/20,4.71
1854 02 12 05,Valle Umbra,21,43.055,12.543,8,5.57
1855 06 29 03 03,Colli Albani,5,41.808,12.681,4,4.27
1856 06 05,Alta Valtiberina,2,43.67,12.041,05/06/20,4.4
1859 01 30,Crete Senesi,4,43.182,11.529,05/06/20,4.4
1859 08 22,Valnerina,20,42.825,13.097,08/09/20,5.73
