Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1470 01,Campi Flegrei (Pozzuoli),1,40.822,14.123,7,3.63
1480,Ascolano,4,42.919,13.835,06/07/20,4.86
1484 01 19,Sabina,6,42.092,12.565,06/07/20,5.02
1498 04 10,L'Aquila,1,42.351,13.399,05/06/20,4.4
1498 10 07,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1498 10 20,Campi Flegrei (Pozzuoli),2,40.822,14.123,7,3.63
1499 03 18 01 45,Napoli,1,40.849,14.25,5,3.12
1499 12 05 22,Nola,1,40.926,14.529,8,5.56
1502 03 10,Reatino,2,42.386,12.949,7,5.1
1505 05 18 08 55,Campi Flegrei (Agnano),3,40.83,14.149,07/08/20,3.75
1508 04 25,Campi Flegrei (Pozzuoli),1,40.822,14.123,8,3.88
1508 07 19 08 55,Napoli,1,40.849,14.25,5,3.12
1517 03 29 19,Irpinia,3,41.011,15.21,07/08/20,5.33
1519,Reatino,1,42.386,12.949,6,4.63
1520 01 28 23 50,Campi Flegrei (Pozzuoli),2,40.835,14.186,06/07/20,3.5
1536 08 07,Napoli,1,40.849,14.25,5,3.12
1537 02 14,Campi Flegrei (Pozzuoli),2,40.822,14.123,06/07/20,3.5
1538 04 20,Campi Flegrei,1,40.849,14.25,05/06/20,3.25
1538 09 20,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 22,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 23,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 24,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 25,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 26,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 27,Campi Flegrei (Pozzuoli),3,40.833,14.192,05/06/20,3.25
1538 09 28 06 00,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 28 17 30,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 29 11 00,Campi Flegrei (Pozzuoli),2,40.835,14.186,05/06/20,3.25
1538 09 29 18 30,Campi Flegrei (Pozzuoli),2,40.822,14.123,8,3.88
1557,Isola d'Ischia,1,40.721,13.953,06/07/20,3.5
1557 04 23 21,L'Aquila,1,42.351,13.399,5,4.16
1560 05 11 04 40,Costa pugliese centrale,7,41.249,16.485,8,5.66
1561 07 31 19 45,Vallo di Diano,22,40.65,15.389,9,6.34
1561 07 31 20 10,Penisola sorrentina,5,40.685,14.717,8,5.56
1561 08 19 15 50,Vallo di Diano,32,40.563,15.505,10,6.72
1563 09 17 09 30,Teramano,1,42.58,13.978,05/06/20,4.4
1564 07,Campi Flegrei,2,40.835,14.186,5,3.12
1566 05 01 09 37,Campi Flegrei,1,40.822,14.123,05/06/20,3.25
1566 05 06 22 45,Campi Flegrei,2,40.835,14.186,5,3.12
1568 12 27,Campi Flegrei (Pozzuoli),2,40.822,14.123,6,3.37
1570 04 30 23 06,Campi Flegrei (Pozzuoli),2,40.835,14.186,06/07/20,3.5
1575 06 05 20 30,Napoli,2,40.849,14.25,05/06/20,3.25
1577 06 06 23,Colli Albani,1,41.688,12.778,05/06/20,4.4
1579,Marsica,1,41.808,13.789,05/06/20,4.4
1582 04 16,Campi Flegrei (Pozzuoli),1,40.822,14.123,7,3.63
1582 06 05 07 08,Campi Flegrei (Pozzuoli),2,40.822,14.123,8,3.88
1587,Benevento,1,41.131,14.778,6,4.63
1601 08 10,Napoli,1,40.849,14.25,5,3.12
1616,Sabina,1,,,,
1619 07 07 22,Aquilano,5,42.526,13.296,07/08/20,5.33
1625 08,Vulture,1,40.961,15.818,08/09/20,5.8
1627 07,Monti della Laga,1,42.694,13.248,07/08/20,5.33
1627 07 30 10 50,Capitanata,64,41.737,15.342,10,6.66
1627 07 30 11 05,Capitanata,1,41.685,15.381,08/09/20,5.8
1627 08 07 16 40,Capitanata,5,41.758,15.328,9,6.03
1627 09 06 15 50,Capitanata,2,41.597,15.358,08/09/20,5.8
1628 07 12,Capitanata,1,41.685,15.381,05/06/20,4.4
1631 12,Area Vesuviana,2,40.817,14.309,05/06/20,3.25
1634 11 10,Matera,1,40.667,16.611,06/07/20,4.86
1639 10 07,Monti della Laga,39,42.639,13.261,09/10/20,6.21
1639 10 15 00 30,Monti della Laga,,,,,
1646 04 28 07,Monti della Laga,10,42.615,13.247,9,5.9
1646 05 31,Gargano,35,41.905,15.993,10,6.72
1646 06 19 03,L'Aquila,1,42.351,13.399,06/07/20,4.86
1647 05 05 12 30,Gargano,5,41.732,15.558,07/08/20,5.69
1654 07 24 00 25,Sorano,44,41.635,13.683,09/10/20,6.33
1656 10 17,Gargano,2,41.706,15.959,5,4.16
1657 01 29 02,Capitanata,12,41.726,15.393,08/09/20,5.96
1672 06 08 17 30,Monti della Laga,10,42.569,13.302,07/08/20,5.33
1675 11,Abruzzo,1,,,,
1685 05,Penisola Sorrentina,5,40.722,14.731,05/06/20,4.73
1687 04 25 00 30,Penisola Sorrentina,2,40.628,14.485,6,4.63
1688 01 14,Benevento,1,41.131,14.778,5,4.16
1688 06 05 15 30,Sannio,215,41.283,14.561,11,7.06
1688 07 23,Capitanata,3,41.687,15.337,07/08/20,5.33
1688 08 14,Beneventano,3,41.208,14.669,06/07/20,4.86
1688 10 12,Beneventano,1,41.131,14.778,05/06/20,4.4
1689 07 21 09,Reatino,1,42.415,13.076,5,4.16
1689 07 21 11,Reatino,1,42.415,13.076,7,5.1
1689 09 21,Costa pugliese centrale,3,41.273,16.288,06/07/20,4.86
1691 09 26,Tavoliere delle Puglie,1,41.264,15.898,5,4.16
1692 03 04 22 20,Irpinia,9,40.903,15.196,8,5.88
1693 03 24,Lazio-Molise,6,41.652,13.922,06/07/20,5.22
1694 09 08 11 40,Irpinia-Basilicata,251,40.862,15.406,10,6.73
1694 10 07 15,Penisola sorrentina,9,40.669,14.453,05/06/20,4.71
1694 10 09,Avellino,2,40.914,14.793,05/06/20,4.4
1699,Matese,2,41.527,13.837,03/04/20,3.46
1702 03 14 04 30,Sannio-Irpinia,4,41.131,14.778,06/07/20,4.86
1702 03 14 05,Sannio-Irpinia,37,41.12,14.989,10,6.56
1702 04 02 06 20,Sannio-Irpinia,4,41.131,14.778,06/07/20,4.86
1702 04 06 16 55,Sannio-Irpinia,1,41.131,14.778,06/07/20,4.86
1703 01 16 13 30,Appennino laziale-abruzzese,22,,,,
1703 02 02 11 05,Aquilano,69,42.434,13.292,10,6.67
1703 05 25,Sabina,3,,,,
1704 08,Abruzzo,1,,,,
1705 11 29,Abruzzo-Lazio,4,,,,
1706 11 03 13,Maiella,99,42.076,14.08,10/11/20,6.84
1708 01 26,Pollino,7,39.93,16.105,8,5.56
1708 03 03,Appennino lucano,2,39.941,15.804,06/07/20,4.86
1708 04 15 03 10,Appennino lucano,2,40.059,15.742,5,4.16
1711 03 30 03,Cassinese,1,41.491,13.814,5,4.16
1712 05 08,Campobasso,1,41.561,14.66,06/07/20,4.86
1714 08,Salernitano,3,40.68,14.76,05/06/20,4.4
1716 11,Adriatico meridionale,5,,,,
1717 02,Abruzzo,1,,,,
1718 07 14,Cassinese,1,41.491,13.814,5,4.16
1720 06 07,Tavoliere delle Puglie,7,41.262,15.92,06/07/20,5.22
1720 08 28,Cassinese,2,41.491,13.814,05/06/20,4.35
1722 09,Matera,1,40.667,16.611,5,4.16
1723 06,Roccamonfina,1,41.288,13.983,05/06/20,4.4
1723 09 19,Cassinese,1,41.491,13.814,05/06/20,4.4
1728 02 08,Roccamonfina,3,41.294,13.983,06/07/20,4.86
1731 03 20 03,Tavoliere delle Puglie,49,41.274,15.757,9,6.33
1731 04 26,Cassinese,6,41.489,13.822,05/06/20,4.56
1731 05 10 05 20,Costa pugliese centrale,3,41.3,16.349,05/06/20,4.4
1731 09 15 14,Abruzzo,2,,,,
1731 10 17 11,Tavoliere delle Puglie,6,41.317,15.947,06/07/20,4.86
1732 11 29 07 40,Irpinia,183,41.064,15.059,10/11/20,6.75
1733 01 29,Irpinia,4,,,,
1733 05 15 00 30,Puglia,3,,,,
1733 07 16 04,Irpinia,2,41.023,14.785,5,4.16
1735 01 26,Casertano,3,41.038,14.387,5,4.16
1737 03 31 17 20,Monti di Avella,3,40.92,14.661,7,5.1
1739 02 12 21 30,Tavoliere delle Puglie,5,41.462,15.545,05/06/20,4.4
1739 02 27 04 20,Benevento,3,41.131,14.778,05/06/20,4.4
1741 08 06 13 30,Irpinia,8,41.049,14.97,07/08/20,5.44
1742,Marsica,1,42.084,13.546,05/06/20,4.4
1742 03 16 02 30,Maiella,1,42.042,14.188,6,4.63
1742 04,Marsica,1,42.084,13.546,5,4.16
1742 05,Marsica,1,42.084,13.546,5,4.16
1742 08 17,Napoli,1,40.849,14.25,05/06/20,3.25
1743,Marsica,3,42.046,13.454,05/06/20,4.4
1745 10 18,Cassinese,,41.483,13.8,6,4.63
1748 09 10 23 40,Colli Albani,3,41.826,12.606,05/06/20,4.4
1750 02 01,Aquilano,1,42.351,13.399,06/07/20,4.86
1750 02 08,Colli Albani,6,41.86,12.656,5,4.5
1754 06 08 05 05,Colli Albani,8,41.778,12.764,5,4.47
1756 02 02,Sezze,1,41.498,13.06,05/06/20,4.4
1756 10 22 14,Napoletano,5,40.756,14.338,06/07/20,3.5
1756 10 22,Golfo di Manfredonia,4,41.63,15.917,05/06/20,4.4
1759 08,Monti Simbruini,1,41.884,13.097,05/06/20,4.4
1759 05 20,Val d'Agri,1,40.421,15.735,5,4.16
1759 10 05 01,Cassinese,2,41.491,13.814,04/05/20,3.93
1760 12 23,Area vesuviana,7,40.801,14.404,06/07/20,3.5
1761 04 05 14,Cassinese,1,41.491,13.814,05/06/20,4.4
1762 07 23,Isola d'Ischia,1,40.746,13.909,06/07/20,3.5
1762 10 06,Aquilano,13,42.308,13.585,8,5.54
1765 05 12,Casertano,3,41.405,13.983,06/07/20,4.86
1766 01,Valle dell'Aniene,1,41.918,13.11,06/07/20,4.86
1767,Isola d'Ischia,1,40.735,13.919,06/07/20,3.5
1771 01,Sorano,1,41.718,13.613,7,5.1
1773 03,Colli Albani,1,41.839,12.831,06/07/20,4.86
1773 06 22 06 22,Colli Albani,1,41.72,12.671,5,4.16
1776 03 29,Appennino laziale-abruzzese,2,,,,
1777 08 19 08 19,Sorano,3,41.697,13.537,05/06/20,4.4
1778 01 24 07 45,Marsica,6,42.153,13.534,06/07/20,4.86
1779 08 08 08 08,Napoletano,1,40.819,14.342,06/07/20,3.5
1779 10 01 00 45,Napoletano,3,40.736,14.447,6,3.37
1779 12 12,Napoletano,5,40.814,14.343,6,3.37
1781 01 11 01 11,Isole Pontine,1,40.892,12.965,5,4.16
1781 02 25 02 25,Colli Albani,1,41.72,12.671,5,4.16
1781 04 13 08 30,Isole Pontine,1,40.892,12.965,5,4.16
1782 01 11,Benevento,2,41.131,14.778,5,4.16
1782 09 24,Colli Albani,3,41.815,12.716,6,4.63
1783 11 15,Tavoliere delle Puglie,1,41.689,15.292,06/07/20,4.86
1784 04 06 23,Colli Albani,8,41.756,12.685,5,4.4
1785 10 03 00 30,Monti Tiburtini,6,41.964,12.798,05/06/20,4.5
1786 07 31,Aquilano,7,42.351,13.399,6,4.89
1791 01,L'Aquila,1,42.351,13.399,07/08/20,5.33
1792 04 01 12,Pollino,1,39.973,16.087,05/06/20,4.4
1793 07 25,Isole Pontine,2,40.844,13.198,6,4.63
1794 06 12 22 30,Irpinia,16,41.108,14.924,7,5.26
1794 06 15,Area vesuviana,3,40.786,14.367,4,2.87
1795 08 15,Monti Tiburtini,2,41.918,12.871,6,4.63
1796 03 18 16 30,Isola d'Ischia,1,40.746,13.909,8,3.88
1800 12 29 10 15,Colli Albani,7,41.688,12.778,6,4.74
1803 04 07,Gran Sasso,3,42.505,13.551,04/05/20,3.93
1804 05 22 19 15,Gran Sasso,24,42.529,13.646,8,5.42
1805 07 26 21,Molise,220,41.5,14.474,10,6.68
1805 10 13 22,Pianura Campana,3,41.002,14.393,7,5.1
1806 07 21 09,Cassinese,5,41.491,13.814,05/06/20,4.4
1806 08 26 07 35,Colli Albani,35,41.718,12.725,8,5.61
1807 01 28 17,Isernia,1,41.592,14.228,05/06/20,4.4
1807 11 11,Val d'Agri,6,40.3,15.84,06/07/20,4.87
1809 08 14 11,Aquilano,1,42.351,13.399,6,4.63
1810 07 13 13,Colli Albani,3,41.72,12.671,05/06/20,4.4
1811 02 18 02 15,Colli Albani,3,41.89,12.652,04/05/20,3.93
1812 03 22 02 20,Campagna romana,1,41.899,12.477,06/07/20,4.86
1814 11 25,Beneventano,2,41.131,14.778,05/06/20,4.4
1814 12 01 06,Beneventano,1,41.131,14.778,6,4.63
1817 04 17,Potentino,7,40.576,15.763,04/05/20,3.97
1821 03 22,Rieti,1,42.402,12.86,7,5.1
1821 11 22 01 15,Costa molisana,9,41.975,15.214,07/08/20,5.59
1822 03 16,Vasto,1,42.117,14.708,07/08/20,5.33
1825 04 11 19 15,Appennino lucano,4,39.977,15.882,04/05/20,3.93
1825 10 27 10,Isernia,1,41.592,14.228,05/06/20,4.4
1826 02 01 16,Potentino,18,40.52,15.726,8,5.74
1827 04 11,Isole Pontine,2,40.892,12.965,4,3.7
1828 02 02 09 15,Isola d'Ischia,10,40.745,13.899,08/09/20,4.01
1829 06 01 09,Colli Albani,25,41.754,12.68,7,4.87
1829 07 03 13,Gargano,2,41.864,15.353,04/05/20,3.93
1830 12 29 11,Maiella,4,42.216,14.017,05/06/20,4.4
1831 01 02 14 07,Appennino lucano,13,40.082,15.786,8,5.53
1831 09,Irpinia,1,40.927,15.177,6,4.63
1831 11 23 04 17,Matese,1,41.484,14.469,05/06/20,4.4
1832 02 21,Campi Flegrei,2,40.856,14.093,04/05/20,2.99
1835 12 23,Cassinese,1,41.491,13.814,5,4.16
1836 11 20 07 30,Appennino lucano,17,40.142,15.776,8,5.86
1837 05 14 05,Cassinese,5,41.505,13.808,6,4.69
1838 03 05,Costa molisana,2,42.058,14.851,04/05/20,3.93
1841 02 21,Gargano,13,41.627,15.637,06/07/20,5.17
1841 03 06 12,Isola d'Ischia,3,40.749,13.899,05/06/20,3.25
1841 06 10,Maiella,11,42.082,14.08,7,4.96
1841 10 18 13,Valle del Pescara,1,42.244,13.933,5,4.16
1844 07 17,Monti Prenestini,1,41.839,12.891,06/07/20,4.86
1845 08 10,Materano,6,40.667,16.611,5,4.51
1846 08 08,Potentino,13,40.523,16.13,06/07/20,5.18
1848 06 09 23 15,L'Aquila,1,42.351,13.399,5,4.16
1848 07 05 23,Isola di Ventotene,2,40.797,13.431,6,4.63
1848 12,L'Aquila,4,42.351,13.399,6,4.63
1850 11 02 02 30,Gargano,1,41.826,15.776,5,4.16
1850 11 11 09,Aquilano,6,42.282,13.592,6,4.63
1850 12 30 05 30,Marsica,4,42.048,13.514,06/07/20,4.86
1851 08 14 13 20,Vulture,103,40.96,15.669,10,6.52
1851 08 14 14 40,Vulture,10,40.994,15.653,07/08/20,5.48
1852 04 02 09 30,Vulture,5,40.994,15.653,4,4.13
1852 12 09 21 15,Gargano,12,41.703,15.482,5,4.31
1853 04 09 12 45,Irpinia,47,40.818,15.215,8,5.6
1853 06 09,Savignano Irpino,1,41.228,15.181,5,4.16
1855 06 29 03 03,Colli Albani,5,41.808,12.681,4,4.27
1856 05 12 01 45,Barese,5,41.168,16.511,05/06/20,4.4
1857 12 16 21 15,Basilicata,340,40.352,15.842,11,7.12
1857 12 26 05,Basilicata,1,40.297,15.991,07/08/20,5.33
1858 03 07 14,Campania meridionale,9,40.108,15.612,07/08/20,5.39
1858 03 07 19,Vibonati,3,40.111,15.674,4,3.7
1858 03 08 04,Vibonati,3,40.111,15.674,05/06/20,4.4
1858 05 24 09 20,Tavoliere delle Puglie,13,41.092,16.192,04/05/20,4.35
1859 02 04,Balvano,1,40.65,15.512,5,4.16
1861 11 19,Potenza,1,40.638,15.802,05/06/20,4.4
1861 12 09,Torre del Greco,3,40.786,14.367,05/06/20,3.25
1861 12 12 06 10,Colli Albani,4,41.831,12.641,5,4.16
1863 01 19 06,Cassinese,2,41.489,13.822,06/07/20,4.86
1863 01 30 11 30,Isola d'Ischia,8,40.746,13.909,4,2.87
1864 04 05 19 30,Gargano,3,41.63,15.917,4,3.7
1864 12 28 12,Gargano,3,41.835,15.567,6,4.63
1867 08 15 23 30,Isola d'Ischia,2,40.746,13.909,04/05/20,2.99
1869 03 31 13,Gargano,3,41.709,15.683,05/06/20,4.4
1871 08 01 22,Gargano,1,41.928,15.621,5,4.16
1871 08 14 02,Chietino,6,42.173,14.341,4,3.7
1872 12 12 18,Cassinese,3,41.412,13.751,4,3.7
1873 07 12 06 06,Val Comino,61,41.686,13.778,07/08/20,5.38
1873 12 13,Mignano Monte Lungo,7,41.405,13.983,05/06/20,4.47
1874 02 24 06 52,Aquilano,26,42.333,13.777,06/07/20,5.12
1874 12 06 15 50,Val Comino,43,41.655,13.827,07/08/20,5.48
1875 12 06,Gargano,97,41.689,15.677,8,5.86
1876 10 08 19,Alvito,1,41.689,13.743,5,4.16
1876 10 26 14 18,Monti Prenestini,29,41.827,12.784,7,5.06
1877 08 16 12 24,Rocca di Papa,15,41.744,12.754,6,4.55
1877 08 24 02 45,Lazio meridionale,54,41.71,13.351,7,5.21
1880 07 24 05 40,Isola di Ventotene,5,40.797,13.431,6,4.63
1881 03 04 12 15,Isola d'Ischia,17,40.747,13.895,9,4.14
1881 09 10 07,Chietino,43,42.237,14.335,07/08/20,5.41
1882 02 12,Chietino,8,42.291,14.347,7,5.26
1882 06 06 05 40,Isernino,50,41.557,14.202,7,5.2
1882 08 16,Costa ascolana,13,42.982,13.941,7,5.15
1883 03 16,Monti Prenestini,1,41.831,12.828,7,5.1
1883 04 28,Villa Santa Lucia,2,41.5,13.801,5,4.16
1883 07 28 20 25,Isola d'Ischia,27,40.744,13.885,09/10/20,4.26
1883 09 02 07 03,Colli Albani,27,41.807,12.765,05/06/20,4.67
1883 11 07 03,Monti della Laga,4,42.671,13.255,7,5.1
1884 01 10,Atri,12,42.665,13.953,05/06/20,4.63
1884 02 06 23 30,Colli Albani,4,41.72,12.671,6,4.63
1884 08 07 02 15,Colli Albani,19,41.764,12.685,5,4.38
1885 03 23 19 22,Cassinese,2,41.489,13.822,5,4.16
1885 04 10 01 44,Appennino laziale-abruzzese,44,41.82,13.104,5,4.57
1885 09 17 09 35,Benevento,22,41.147,14.861,5,4.26
1885 12 24 10 50,Basilicata,7,40.534,16.427,06/07/20,5.09
1885 12 26 02,Molise,28,41.545,14.586,05/06/20,4.66
1886 01 17 07 10,Albano,6,41.713,12.68,6,4.63
1886 07 28 06 29,Ceccano,7,41.589,13.373,04/05/20,3.93
1886 09 05 23 40,Alto Aniene,1,42.025,12.995,05/06/20,4.4
1887 01 27 02 45,Aquilano,30,42.343,13.433,5,4.17
1887 04 15 02 50,Marsica,2,41.995,13.482,04/05/20,3.93
1888 07 08 20 47,Teramo,7,42.556,13.665,5,4.46
1889 06 29 00 10,Cassinese,5,41.511,13.799,5,4.37
1889 08 26 05 31,Castel di Sangro,5,41.783,14.108,4,4.2
1889 11 28 19 10,Monti Sibillini,10,42.814,13.404,04/05/20,4.19
1889 11 29 03 49,Giulianello,3,41.672,12.856,5,4.16
1889 12 08,Gargano,122,41.83,15.688,7,5.47
1891 05 09 00 16,Val Roveto,41,41.804,13.486,5,4.42
1891 10 01 17 57,Pignataro,12,41.489,13.822,05/06/20,4.4
1892 01 21 20 15,Valle del Salto,14,42.231,13.11,5,4.4
1892 01 22,Colli Albani,81,41.725,12.712,7,5.14
1892 04 20,Gargano,15,41.762,16.097,06/07/20,5.02
1892 06 06,Isole Tremiti,68,42.12,15.503,6,4.88
1892 11 16 02 10,Isola di Ponza,17,40.916,12.912,05/06/20,4.4
1893 01 25,Vallo di Diano,134,40.513,15.36,7,5.15
1893 03 12 00 05 48.00,Colli Albani,11,41.722,12.69,04/05/20,3.78
1893 08 10 20 52,Gargano,69,41.713,16.075,8,5.39
1894 03 25,Gargano,27,41.866,15.323,06/07/20,4.9
1894 05 28 20 15,Pollino,122,39.995,16.036,7,5.01
1894 10 29 03 58,Alto Aniene,13,42.018,12.911,5,4.12
1895 02 01 07 24 35.00,Monti del Partenio,40,41.011,14.56,5,4.29
1895 03 25 21 15,Cassinese,7,41.489,13.822,5,4.16
1895 06 30 03 48 50.00,Poggio Picenze,10,42.32,13.541,04/05/20,3.93
1895 07 19 09 45,Appennino lucano,23,40.297,15.913,5,4.21
1895 08 09 17 38 20.00,Adriatico centrale,103,42.54,15.015,6,5.11
1895 11 01,Campagna romana,94,41.766,12.432,06/07/20,4.83
1896 04 17 11 53,Gargano,1,41.706,15.959,6,4.63
1897 03 29 00 05,Venafro,9,41.498,14.053,5,4.16
1897 04 27 02 17 50.00,Maiella,27,42.23,13.964,5,4.21
1897 06 17 11 15,Veroli,7,41.692,13.419,5,4.16
1898 06 27 23 38,Reatino,186,42.414,12.903,8,5.5
1898 11 24 23 37,Casalbore,25,41.23,14.948,5,4.21
1899 01 05 02 45,Cassinese,10,41.497,13.805,5,4.16
1899 03 27 01 19 55.00,Tirreno centrale,18,40.969,13.321,4,3.7
1899 07 19 13 18 54.00,Colli Albani,122,41.798,12.686,7,5.1
1899 08 16 00 05,Subappennino dauno,32,41.143,15.337,6,4.57
1899 10 02 14 17,Polla,22,40.555,15.654,05/06/20,4.64
1900 01 29 04 22,Alanno,13,42.279,13.972,5,4.08
1900 08 10 04 28 13.00,Teramano,15,42.781,13.733,5,4.28
1900 12 23 22 30,Gargano,20,41.815,15.727,5,4.37
1900 12 29 00 07 57.00,Val Roveto,13,41.744,13.575,04/05/20,4.06
1901 04 24 14 20,Sabina,44,42.1,12.736,8,5.25
1901 07 31 10 38 30.00,Sorano,76,41.719,13.75,7,5.16
1901 10 15 13 55 53.00,Alanno,10,42.257,13.964,5,4.22
1902 03 11 15 20 46.00,Colli Albani,5,41.808,12.681,04/05/20,3.93
1902 07 20 22 37,Mignano Monte Lungo,16,41.371,13.995,04/05/20,3.83
1902 09 21 20 12 06.00,Ciociaria,23,41.703,13.353,04/05/20,4.02
1902 10 23 08 51,Reatino,77,42.357,12.839,6,4.74
1902 12 16 12 28,Cervinara,1,41.021,14.617,5,4.16
1903 05 04 03 44,Valle Caudina,78,41.034,14.557,7,4.69
1903 05 26 21 07,Reatino,2,42.402,12.86,04/05/20,3.93
1903 12 07 05 58,Beneventano,9,41.04,14.527,04/05/20,4.14
1903 12 07 19 45,Beneventano,4,41.124,14.854,04/05/20,3.93
1904 02 24 15 53 26.00,Marsica,56,42.097,13.316,08/09/20,5.68
1904 02 25 00 29 13.00,Marsica,34,42.076,13.319,05/06/20,4.56
1904 03 03 18 55 44.00,Marsica,6,42.032,13.426,04/05/20,4.32
1904 03 10 04 21 36.00,Marsica,4,42.092,13.363,5,4.16
1904 03 20 05 50 04.00,Marsica,2,42.078,13.352,04/05/20,3.93
1904 03 20 07 50,Marsica,1,42.064,13.342,05/06/20,4.4
1904 03 29 08 30,Marsica,1,42.092,13.363,05/06/20,4.4
1904 04 08 08 22,Gargano,27,41.706,15.728,6,4.75
1904 06 09 01 14,Mignano Monte Lungo,24,41.47,13.996,05/06/20,4.51
1904 07 18 20 02,Beneventano,24,41.204,14.847,5,4.5
1904 11 02 15 32 05.00,Marsica,44,41.932,13.918,05/06/20,4.54
1905 03 14 19 16,Avellinese,94,40.951,14.807,06/07/20,4.9
1905 06 29 19 49,Brienza,22,40.525,15.599,05/06/20,4.14
1905 08 18 04 07,Tavoliere delle Puglie,41,41.649,15.379,5,4.61
1905 08 25 20 41,Valle Peligna,29,42.019,14.026,6,5.15
1905 11 26,Irpinia,122,41.134,15.028,07/08/20,5.18
1906 01 25 01 45,Montella,1,40.842,15.018,5,4.16
1906 01 29 15 05,Valle del Tronto,50,42.607,13.423,5,4.28
1906 02 21 20 49,Colli Albani,42,41.752,12.684,5,4.08
1906 07 01 00 50,Reatino,41,42.384,13.141,5,4.29
1906 07 02 19 50,Montemurro,15,40.297,15.991,4,3.78
1907 03 03 10 48,Isola di Ponza,3,40.892,12.965,05/06/20,4.4
1907 03 20 13 28,Molise,24,41.579,14.528,6,4.38
1907 07 10 03,Pescocostanzo,1,41.889,14.065,04/05/20,3.93
1907 10 07 14 22,Sorano,15,41.685,13.655,5,4.2
1907 12 18 19 21,Monti Picentini,35,40.845,14.892,05/06/20,4.52
1907 12 22 05 59,Rivisondoli,2,41.88,14.066,5,4.16
1908 01 08 21 41,Isole Tremiti,3,42.12,15.503,5,4.16
