Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1921 04 05 17 40,Appennino umbro-marchigiano,10,43.203,12.774,5,4.23
1921 08 28 10 45,Monti Sibillini,12,43.12,13.253,7,4.66
1922 03 27 00 10,Monti Volsini,9,42.684,11.865,05/06/20,4.39
1922 05 24 21 17 25.00,Ferrarese,7,44.821,11.408,4,3.7
1922 06 08 07 47,Valle del Chienti,47,43.148,13.286,6,4.73
1922 08 02 21 13,Frignano,21,44.146,10.686,5,4.32
1922 10 11 06 43 42.00,Costa anconetana,20,43.628,13.407,5,4.34
1923 05 13 14 30 59.00,Valle del Salto,21,42.21,13.22,5,4.33
1923 06 28 15 12,Modenese,22,44.595,10.799,6,5.04
1923 07 12 20 49,Marche meridionali,20,43.103,13.463,5,4.28
1924 01 02 08 55 13.00,Senigallia,76,43.737,13.138,07/08/20,5.48
1924 04 09 14 49,Val di Paglia,7,42.729,11.816,05/06/20,4.47
1924 06 12 21 03 48.00,Frignano,25,44.147,10.776,05/06/20,4.46
1924 09 15 02 30,Monti Reatini,15,42.517,12.841,04/05/20,3.66
1925 03 15 17 15,Appennino tosco-emiliano,16,44.282,10.286,4,4.1
1925 03 21 07 33 40.00,Colline Metallifere,17,43.227,10.871,05/06/20,4.29
1925 07 20 15 03 30.00,Garfagnana,7,44.051,10.378,04/05/20,3.95
1925 09 03 18 55,Monte Amiata,5,42.867,11.602,5,4.16
1926 01 08 09 14,Monte Amiata,24,42.852,11.631,7,4.9
1926 06 28 21 15,Appennino reggiano,3,44.488,10.488,03/04/20,3.46
1926 12 18 21 07 20.00,Marsica,24,42.021,13.541,5,4.24
1927 08 16 00 53,Valnerina,17,42.899,13.074,6,4.57
1927 11 20 10 24 12.00,Appennino reggiano,16,44.358,10.378,5,4.29
1927 11 30 02 58 24.00,Bacino di Gubbio,18,43.451,12.453,5,4.29
1927 12 01 09 55 37.00,Bacino di Gubbio,13,43.417,12.417,05/06/20,4.56
1928 04 21 13 56,Val d'Orcia,3,43.026,11.503,05/06/20,4.4
1928 05 30 20 01,Senigallia,17,43.865,13.228,5,5.02
1928 06 13 08,Carpi,35,44.797,10.872,6,4.67
1928 07 25 01 25,Carpi,3,44.783,10.872,04/05/20,3.93
1928 08 03 23 09,Lunigiana,21,44.126,10.201,5,4.26
1929 01 22 10 06 50.00,Marche Centrali,20,43.366,13.094,05/06/20,4.4
1929 04 10 05 44,Bolognese,87,44.445,11.387,6,5.05
1929 04 11 00 56,Bolognese,10,44.312,11.665,4,4.72
1929 04 12 00 32,Bolognese,7,44.539,11.478,4,4.82
1929 04 19 04 16,Bolognese,82,44.496,11.202,06/07/20,5.13
1929 04 19 22 40,Bolognese,12,44.479,11.179,05/06/20,4.54
1929 04 20 01 10,Bolognese,109,44.481,11.15,7,5.36
1929 04 22 08 26,Bolognese,41,44.482,11.111,06/07/20,5.1
1929 04 22 14 19,Bolognese,12,44.469,11.223,05/06/20,4.61
1929 04 28 19 40,Bolognese,20,44.486,11.175,6,4.73
1929 04 29 18 36,Bolognese,45,44.489,11.11,6,5.2
1929 05 01 21 13,Imolese,3,44.424,11.529,4,4.57
1929 05 07 17 06,Valle Umbra,4,42.888,12.741,5,4.16
1929 05 11 19 23,Bolognese,64,44.479,11.112,06/07/20,5.29
1929 07 18 21 02,Mugello,56,43.988,11.507,06/07/20,4.96
1929 08 17 04 25,Bolognese,10,44.481,11.131,04/05/20,3.89
1929 12 12 13 01,Monti Volsini,6,42.683,11.845,5,4.16
1930 04 07 17 17 18.00,Monti Sibillini,28,42.812,13.196,05/06/20,4.5
1930 05 24 22 02,Appennino tosco-emiliano,43,44.136,10.724,5,4.91
1930 08 04 15 02 23.00,Marche meridionali,24,43.049,13.435,05/06/20,4.44
1930 09 24 19 10 55.00,Reggiano,,44.6,10.6,,
1930 10 07 09 18 29.00,Cascia,2,42.798,13.026,04/05/20,3.93
1930 10 24 00 52,Appennino tosco-emiliano,12,44.498,11.209,4,3.97
1930 10 26 07 14,Appennino tosco-emiliano,14,44.292,11.054,4,4.21
1930 10 26 07 31,Modenese,11,44.434,10.861,4,4.12
1930 10 30 07 13,Senigallia,268,43.689,13.385,8,5.83
1930 11 09 01 33,Monti Sibillini,17,42.872,13.346,5,4.31
1931 01 25 10 48 26.00,Lunigiana,12,44.239,10.043,05/06/20,4.29
1931 03 27 02 46 57.00,Ferrarese,7,44.821,11.764,6,4.74
1931 04 01 06 01,Faentino,12,44.163,11.708,5,4.14
1931 04 05 13 34,Faentino,14,44.194,11.71,6,4.4
1931 04 11 01 26,Faentino,19,44.28,11.718,04/05/20,4.81
1931 05 13 00 26,Alto Viterbese,10,42.565,12.153,5,4.25
1931 06 10 17 02,Modenese,14,44.541,11.022,4,4.59
1931 06 25 05 01,Senigallia,14,43.722,13.113,04/05/20,4.02
1931 07 28 08 46 38.00,Ternano,13,42.442,12.546,6,4.38
1931 09 05 01 25 53.00,Mugello,28,44.057,11.367,6,4.88
1931 09 25 20 28 14.00,Cascia,1,42.718,13.013,6,4.63
1931 12 15 03 23,Mugello,35,44.112,11.527,6,4.62
1932 04 19 00 17,Modenese,9,44.594,10.854,4,3.63
1932 07 13 03 42,Reggiano,8,44.774,10.809,04/05/20,3.86
1933 10 19 13 29 45.00,Colline Metallifere,4,43.166,10.864,04/05/20,3.93
1934 05 28 21 09,Faentino,10,44.186,11.765,4,3.94
1934 09 18 09 37,Vignola,6,44.495,11.012,4,3.95
1934 11 21 10 26,Mar Ligure,,43.916,10.283,,
1934 11 30 02 58 23.00,Adriatico settentrionale,51,44.561,13.721,5,5.3
1935 06 05 11 48,Faentino,27,44.26,11.876,6,5.23
1935 06 06 11 05,Valle Umbra,4,42.955,12.704,5,4.16
1936 04 05 18 10,Valle Umbra,3,43.013,12.66,5,4.16
1936 06 15 14 45,Monti Volsini,9,42.703,11.842,04/05/20,3.84
1936 12 09 07 34,Caldarola,31,43.145,13.223,06/07/20,4.76
1937 11 26 21 58 30.00,Costa pesarese,7,43.789,13.147,5,4.16
1937 12 10 18 04,Frignano,28,44.334,10.834,6,5.3
1938 08 12 02 28 33.00,Appennino laziale-abruzzese,55,42.371,13.063,05/06/20,4.56
1939 02 11 11 17,Mugello,31,44.002,11.431,7,5.01
1939 10 15 14 05,Garfagnana,62,44.125,10.255,06/07/20,4.96
1939 10 31 06 47,Lunigiana,19,44.114,10.073,05/06/20,4.85
1940 01 31 11,Siena,30,43.36,11.389,05/06/20,4.23
1940 06 19 14 10,Monte Amiata,28,42.85,11.716,6,4.64
1940 07 02 01 30,Assisi,1,43.07,12.616,5,4.16
1940 10 10 16 44,Sestino,1,43.708,12.297,05/06/20,4.4
1940 10 16 13 17,Val di Paglia,106,42.885,11.867,07/08/20,5.29
1941 03 10 08,Sellano,1,42.888,12.927,05/06/20,4.4
1941 09 08 16 30,Alto Aniene,16,41.988,13.068,6,4.35
1941 11 03 20 44,Perugia,1,43.112,12.389,04/05/20,3.93
1941 12 19,Monti Sibillini,30,42.758,13.283,7,5.02
1942 01 31 08 37,Ascolano,,42.9,13.533,,
1943 01 16,Monti Sibillini,22,42.795,13.267,06/07/20,5.04
1943 01 29,Monti Sibillini,50,42.718,13.292,06/07/20,4.94
1943 03 25,Marche meridionali,15,43.048,13.464,6,4.85
1943 04 19 00 12,Perugino,4,43.088,12.47,5,4.16
1943 07 31 04 37,Senigallia,5,43.714,13.223,5,4.16
1943 10 03 08 28 29.00,Ascolano,170,42.94,13.626,8,5.67
1946 04 29 00 06,Colline Metallifere,3,43.267,10.879,6,4.63
1947 12 24,Crete Senesi,26,43.095,11.625,6,4.46
1948 01 10,Loro Piceno,21,43.1,13.358,04/05/20,3.93
1948 06 13 06 33 36.00,Alta Valtiberina,142,43.598,12.127,7,5.04
1948 11 03 11 40,Monte Amiata,16,42.861,11.563,6,4.82
1948 12 17 21 18 02.00,Monti Reatini,3,42.585,12.844,05/06/20,4.4
1948 12 31 03 32,Monti Reatini,95,42.507,12.853,8,5.42
1949 01 04 20 55,Monti Reatini,7,42.511,12.848,6,4.65
1949 01 14 16,Monti Reatini,3,42.527,12.832,5,4.16
1949 03 09 04 16 30.00,Mugello,12,43.987,11.489,5,4.42
1949 03 28 21 34 20.00,Valnerina,2,42.874,12.899,4,3.7
1949 06 03 08 08,Monti Reatini,1,42.515,12.856,5,4.16
1949 06 04 22 30,Calcata,1,42.216,12.424,5,4.16
1949 10 27 19 08,Monti Reatini,9,42.532,12.805,06/07/20,4.98
1949 12 06 03 46 07.00,Costa anconetana,,43.7,13.4,,4.38
1950 03 07 04 05 49.00,Monti della Laga,,42.633,13.3,04/05/20,4.74
1950 03 12 18 15,Monti della Laga,1,42.694,13.248,5,4.16
1950 04 01,Livornese,15,43.392,10.463,6,4.99
1950 04 07 04 16 50.00,Livornese,,43.533,10.333,,4.71
1950 05 06 03 43,Reggiano,4,44.731,10.671,4,4.41
1950 09 03 22 41 20.00,Ascolano,5,42.878,13.579,05/06/20,4.4
1950 09 05 04 08,Gran Sasso,386,42.547,13.457,8,5.69
1951 08 02 12 50 56.00,Appennino umbro-reatino,,42.7,13.2,,4.44
1951 08 08 19 56,Gran Sasso,94,42.466,13.461,7,5.25
1951 08 12 21 19,Garfagnana,21,44.028,10.384,5,4.59
1951 09 01,Monti Sibillini,80,43.029,13.288,7,5.25
1951 10 29 22 48,Valle del Panaro,3,44.458,10.989,4,4.4
1952 07 04 20 35 12.00,Appennino forlivese,64,43.98,11.883,7,4.94
1952 07 04 21 30 13.00,Appennino forlivese,,43.967,11.867,,4.76
1952 12 02 06 13 22.00,Appennino forlivese,53,44.004,12.079,5,4.42
1953 02 13 16 29 45.00,Mugello,,44.363,11.525,,
1953 08 22 05 26,Reggiano,6,44.787,10.795,6,4.73
1953 12 14 07 11 06.00,Appennino forlivese,48,44.064,12.061,05/06/20,4.7
1954 03 23 17 55,Collestatte,20,42.569,12.727,5,4.16
1955 04 11 15 24,Liguria orientale,29,44.136,9.89,5,4.07
1955 12 13 17 04,Lunigiana,19,44.186,10.088,5,4.53
1956 02 20 01 29 41.00,Argenta,17,44.621,11.982,05/06/20,4.96
1956 02 22 22 55 06.00,Senese,29,43.298,11.28,5,4.03
1956 04 26 03 00 03.00,Appennino bolognese,89,44.209,11.33,6,4.74
1956 05 26 18 40,Appennino forlivese,76,43.939,11.897,7,4.99
1956 05 29 16 21,Appennino forlivese,,43.95,11.817,,4.59
1956 06 03 01 45 57.00,Appennino forlivese,62,44.003,11.876,6,4.51
1956 10 07 19 12 41.00,Aquilano,19,42.444,13.292,5,4.46
1957 03 12 16 20,Valnerina,62,42.7,13.008,5,4.16
1957 04 11 16 19,Valle del Salto,46,42.256,13.079,6,4.94
1957 04 17 02 22,Appennino forlivese,14,43.937,11.942,6,4.68
1957 04 17 08 40 37.00,Appennino forlivese,,43.9,11.833,,4.72
1957 04 30 06 05 08.00,Alta Valtiberina,57,43.733,12.013,5,4.23
1957 07 19 09 04 07.00,Valle Umbra,58,42.733,12.727,06/07/20,4.58
1957 08 27 11 54,Appennino modenese,58,44.395,10.995,5,4.73
1957 10 25 23 02 05.00,Appennino reggiano,79,44.386,10.218,05/06/20,4.27
1957 11 11 21 40,Costa anconetana,50,43.483,13.581,5,4.5
1957 12 06 04 54,Orvietano,63,42.707,12.029,7,4.97
1958 05 08 00 13 23.00,Valnerina,17,42.729,12.981,5,4.25
1958 05 30 06 26,Val di Paglia,18,42.896,11.769,5,4.05
1958 06 24 06 07,Aquilano,222,42.317,13.498,7,5.04
1959 01 01 23 58 14.00,Teramano,46,42.699,13.674,5,4.33
1959 03 11 00 15,Appennino forlivese,11,43.959,12.064,5,4.31
1959 03 24 10 24,Fiorentino,28,43.698,11.297,7,4.85
1960 02 06 12 00 30.00,Valle Umbra,11,42.98,12.652,5,4.18
1960 02 24 01 51,Appennino umbro-marchigiano,25,43.211,12.995,5,4.32
1960 03 14 04 44,Marsica,40,42.037,13.267,7,4.72
1960 03 16 01 52 48.00,Monti della Laga,81,42.613,13.322,5,4.44
1960 04 15 02 45 11.00,Montefeltro,30,43.708,12.297,05/06/20,4.45
1960 04 23 11 44,Monti Martani,21,42.715,12.531,6,4.66
1960 04 30 00 52 06.00,Appennino forlivese,16,44.02,11.852,5,4.28
1960 07 12 14 08,Monti Martani,35,42.726,12.498,07/08/20,4.93
1960 07 18 04 07,Ternano,32,42.578,12.564,06/07/20,4.53
1960 07 20 23 09,Ternano,22,42.535,12.571,7,4.67
1960 10 29 00 08 39.00,Mugello,69,43.999,11.385,7,4.91
1960 12 08 05 38 09.00,Montefeltro,9,43.753,12.566,5,4.16
1961 03 23 01 01,Bacino di Gubbio,21,43.362,12.544,7,4.96
1961 04 06 11 34 42.00,Val Roveto,13,41.986,13.378,6,4.55
1961 04 10 06 56,Alto Aniene,19,42.02,13.037,6,4.55
1961 04 12 00 44,Alto Aniene,44,42.026,13.049,06/07/20,4.62
1961 05 08 22 45 51.00,Forlivese,40,44.134,11.962,5,4.37
1961 08 03 10 26 29.00,Lunigiana,22,44.18,10.199,5,4.18
1961 10 31 13 37,Reatino,84,42.407,13.064,8,5.09
1962 01 23 17 31,Costa pesarese,49,43.921,12.806,5,4.35
1962 05 11 01 05 31.00,Appennino bolognese,15,44.168,11.176,05/06/20,4.69
1962 06 25 16 35 50.00,Valnerina,,42.833,13.05,,4.07
1962 08 30 06 27 07.00,Montefeltro,23,43.877,12.144,06/07/20,4.76
1962 08 30 12 10,Valnerina,35,42.734,12.989,7,5.02
1962 09 16 14 49 45.00,Chianti,19,43.545,11.35,6,4.54
1962 10 05 23 00 43.00,Appennino maceratese,16,43.159,13.197,05/06/20,4.35
1962 10 20 09 27,Valle Umbra,7,42.751,12.706,07/08/20,5.34
1963 01 08 13 51,Appennino reggiano,3,44.358,10.299,5,4.16
1963 01 25 05 27,Monti Sibillini,30,43.036,13.181,5,4.31
1963 02 02 19 34,Reatino,10,42.397,13.038,6,4.64
1963 02 03 10 05,Pietralunga,3,43.442,12.436,4,3.7
1963 04 05 13 49 42.00,Finale Emilia,6,44.826,11.265,04/05/20,3.93
1963 05 19 22 45,Valnerina,12,42.786,13.035,6,4.74
1963 07 21 11 09,Monti della Laga,11,42.622,13.323,7,4.71
1963 08 09 06 05,Romagna,16,44.416,11.977,5,5.23
1963 09 02 00 24 05.00,Monti Cimini,27,42.383,12.259,6,4.47
1963 10 05 11 57 39.00,Appennino reggiano,2,44.32,10.296,4,3.7
1963 11 04 15 46,Bassa modenese,5,44.681,10.873,5,4.16
1964 05 21 07 29 42.00,Fabriano,2,43.335,12.905,4,3.7
1964 06 23 06 38 49.00,Adriatico centrale,,43.5,14.5,,4.68
1964 08 02 10 40,Valnerina,25,42.835,13.036,6,4.53
1964 09 05 21 09,Appennino tosco-emiliano,22,44.138,11.233,5,4.35
1965 05 10 05 01 54.00,Appennino reggiano,11,44.297,10.201,04/05/20,4.29
1965 05 29 13 39 46.00,Valle Umbra,16,42.894,12.752,06/07/20,4.32
1965 05 31 09 22 17.00,Valle Umbra,9,42.929,12.693,05/06/20,4.48
1965 05 31 11 15 35.00,Valnerina,,42.7,13,,4.57
1965 08 04 11 49 53.00,Alta Valtiberina,44,43.695,12.112,5,4.48
1965 11 09 15 35,Appennino reggiano,32,44.373,10.355,5,4.17
1965 11 12 07 16 56.00,Marsica,,42.1,13.5,,4.39
1965 12 18 09 22 25.00,Pianura romagnola,11,44.27,12.021,5,4.54
1966 10 20 09 38 35.40,Romagna,,44.13,12.27,,4.36
1967 04 03 16 36 18.00,Reggiano,45,44.73,10.602,5,4.44
1967 05 15 10 03 34.00,Appennino reggiano,2,44.435,10.4,4,4.07
1967 10 01 22 45 45.00,Pistoiese,8,43.922,11.017,4,4.04
1967 12 03 19 49 46.00,Aquilano,,42.4,13.2,,4.46
1967 12 03 21 29 59.00,Aquilano,32,42.312,13.512,5,4.37
1967 12 30 04 19,Emilia Romagna orientale,40,44.604,11.997,6,5.05
1968 01 04 10 23,Sabina,28,42.341,12.627,6,4.53
1968 01 11 17 08 09.00,Pianura romagnola,4,44.279,11.909,4,4.44
1968 01 29 03 14 47.00,Ancona,1,43.619,13.513,5,4.16
1968 06 26 03 15,Senese,7,43.298,11.28,5,4.19
1969 01 06 22 03 28.00,Appennino pistoiese,74,44.049,10.727,06/07/20,4.67
1969 01 10 16 17 32.00,Pianura Ravennate,22,44.39,11.983,5,4.38
1969 02 15 08 54 39.00,Mugello,5,44.057,11.367,04/05/20,4.56
1969 07 02 07 55,Monti della Tolfa,72,42.168,12.002,7,4.77
1969 07 02 08 02 57.00,Monti della Tolfa,,42,11.8,,4.46
1969 08 09 09 20 57.00,Appennino tosco-romagnolo,33,43.76,11.962,5,4.2
1969 08 11 13 55,Lago Trasimeno,46,43.036,12.227,7,4.7
1969 09 26 23 40 39.00,Teramano,97,42.707,13.567,5,4.39
1970 02 09 07 39,Appennino forlivese,30,44.002,11.901,05/06/20,4.5
1970 05 25 12 56,Ternano,17,42.549,12.702,5,4.35
1970 05 26 12 05,Ternano,7,42.554,12.684,05/06/20,4.37
1970 08 08 04 27 29.00,Adriatico settentrionale,,44.6,12.5,,4.57
1970 08 19 12 19,Colline Metallifere,26,43.252,10.788,6,4.68
1970 09 07 14 02 21.00,Appennino umbro-marchigiano,56,43.034,13.023,5,4.35
1970 09 26 16 42 28.00,Cesenate,18,44.128,12.291,04/05/20,3.93
1970 11 02 08 42 12.00,Bassa modenese,3,44.853,11.167,04/05/20,3.93
1971 02 06 18 09,Tuscania,89,42.442,11.846,07/08/20,4.83
1971 02 11 18 49 21.00,Valle del Chiascio,71,43.121,12.604,6,4.61
1971 02 12 04 54 56.00,Valle del Chiascio,47,43.15,12.605,7,4.89
1971 03 02 18 52 12.00,Orvietano,14,42.689,12.188,7,4.46
1971 04 02 01 43 54.00,Valnerina,68,42.746,13.054,6,4.5
1971 09 11 23 18 12.00,Pianura emiliana,15,44.764,10.862,5,4.19
1971 10 04 16 43 32.60,Valnerina,43,42.816,13.058,05/06/20,4.51
1971 12 18 06 02 11.50,Appennino umbro-marchigiano,,43.322,12.747,,4.26
1972 01 25 20 24 35.20,Costa anconetana,24,43.741,13.458,6,4.49
1972 02 04 02 42 18.56,Costa anconetana,75,43.716,13.436,,4.57
1972 02 04 09 18 30.09,Costa anconetana,56,43.732,13.371,,4.36
1972 02 05 01 26 29.88,Costa anconetana,2,43.721,13.395,,4.36
1972 02 05 07 08 11.75,Costa anconetana,6,43.738,13.369,,4.46
1972 02 05 15 14 48.05,Costa anconetana,3,43.643,13.412,,4.36
1972 02 06 01 34 18.75,Costa anconetana,1,43.709,13.426,,4.36
1972 02 08 12 19 09.61,Costa anconetana,,43.666,13.397,,4.46
1972 06 14 18 55 52.54,Costa anconetana,17,43.688,13.465,,4.68
1972 06 14 21 01 02.21,Costa anconetana,,43.668,13.412,,4.43
1972 06 25 17 10 47.87,Parmense,,44.638,10.303,,4.01
1972 11 26 16 03,Marche meridionali,73,42.967,13.454,8,5.48
1972 11 30 11 25 27.45,Costa pesarese,30,44.015,13.106,,4.52
1973 04 19 17 41 35.00,Pietralunga,22,43.436,12.449,7,4.61
1973 04 20 16 45 34.00,Fiorentino,10,43.844,11.226,5,4.38
1973 04 20 22 18,Ascolano,2,42.855,13.576,05/06/20,4.4
1973 11 07 17 06 17.00,Pistoiese,9,44.018,10.832,4,4.06
1973 11 10 03 01 04.88,Costa anconetana,5,43.748,13.453,,
1973 12 30 02 45,Grossetano,13,42.739,11.741,5,4.13
1973 12 30 06 30 35.00,Valle del Chiascio,16,43.18,12.604,07/08/20,5.11
1974 01 05 07 33 28.00,Valle del Chiascio,15,43.183,12.583,07/08/20,5.28
1974 01 28 19 57 22.00,Appennino pistoiese,18,43.99,10.786,5,4.31
1974 06 30 19 05 22.00,Appennino pistoiese,3,44.1,10.738,4,4.01
1974 12 02 01 55 15.00,Valnerina,27,42.813,12.927,07/08/20,4.58
1975 04 04 09 10 53.00,Appennino pistoiese,6,43.971,11.004,4,4.07
1975 04 16 21 23,Monte Amiata,2,42.85,11.688,5,4.16
1977 08 25 19 33 29.76,Ternano,,42.624,12.695,,4.36
1978 07 30 05 19 23.00,Ternano,25,42.588,12.573,7,4.32
1978 12 05 04 45,Nocera Umbra,4,43.068,12.853,04/05/20,4.22
1978 12 05 15 39 04.00,Romagna,34,44.124,11.891,04/05/20,4.61
1978 12 25 22 53 41.00,Bassa modenese,28,44.845,10.99,5,4.39
1979 01 25 23 53 01.00,Valnerina,8,42.919,13.083,5,4.44
1979 09 19 21 35 37.00,Valnerina,694,42.73,12.956,08/09/20,5.83
1979 09 19 21 52 50.50,Valnerina,,42.812,13.012,,4.46
1979 09 21 00 52 44.00,Valnerina,,42.733,13.033,,4.15
1980 02 28 21 04 40.00,Valnerina,146,42.8,12.967,6,4.97
1980 03 01 01 26 50.39,Valnerina,,42.878,12.972,,4.28
1980 03 16 01 04 27.34,Valnerina,,42.813,13.029,,4.35
1980 05 14 09 01 15.00,Valnerina,,42.812,13.013,,4.27
1980 05 24 20 16 04.00,Monti Sibillini,58,43.087,13.19,05/06/20,4.48
1980 06 07 18 35 01.00,Garfagnana,102,44.07,10.564,06/07/20,4.64
1980 06 09 16 02 47.00,Aquilano,28,42.173,13.713,6,4.64
1980 09 08 19 41 13.36,Costa Grossetana,55,42.645,10.934,05/06/20,4.44
1981 05 26 09 27 56.00,Reggiano,6,44.655,10.434,5,3.75
1982 09 01 15 33 18.00,Valle del Serchio,47,43.932,10.53,05/06/20,4.21
1982 10 17 04 50 11.00,Perugino,15,43.139,12.501,05/06/20,4.36
1982 10 17 04 54 33.00,Perugino,16,43.129,12.6,6,4.42
1982 10 17 06 45 36.00,Perugino,32,43.164,12.648,6,4.65
1982 10 17 10 56 47.00,Perugino,13,43.155,12.505,06/07/20,4.62
1982 10 18 02 45 10.00,Perugino,12,43.183,12.597,05/06/20,4.31
1982 10 18 15 29 24.00,Perugino,15,43.132,12.581,06/07/20,4.56
1982 10 19 01 22 54.00,Perugino,10,43.198,12.599,5,4.26
1984 04 22 17 39 21.00,Costa pisano-livornese,39,43.558,10.229,6,4.61
1984 04 22 19 45 41.70,Costa pisano-livornese,6,43.58,10.381,5,4.1
1984 04 29 05 02 59.00,Umbria settentrionale,709,43.262,12.525,7,5.62
1984 04 29 05 49 38.60,Umbria settentrionale,,43.126,12.422,,4.1
1984 04 29 15 03 41.94,Umbria settentrionale,,43.247,12.842,,4.13
1984 04 30 21 04 55.30,Umbria settentrionale,,43.272,12.51,,4.36
1984 04 30 22 39 52.48,Umbria settentrionale,,43.239,12.565,,4.48
1984 05 01 22 14 22.56,Costa pisano-livornese,16,43.561,10.296,5,3.89
1984 05 11 13 38 31.43,Umbria settentrionale,,43.294,12.621,,4.86
1984 05 21 14 07 44.67,Costa pisano-livornese,1,43.408,10.278,,3.97
1984 08 03 23 15 32.00,Garfagnana,4,44.152,10.275,04/05/20,3.3
1985 01 23 10 10 16.55,Garfagnana,73,44.085,10.449,6,4.6
1985 05 01 16 57 35.00,Ascolano,51,42.945,13.7,5,4.09
1985 05 19 14 40 27.04,Aquilano,,42.252,13.342,,4.16
1985 05 20 10 00 28.35,Aquilano,29,42.297,13.353,05/06/20,4.51
1985 05 23 01 04 16.81,Aquilano,7,42.33,13.399,5,4.11
1985 09 09 04 45 24.37,Orvietano,20,42.887,12.242,04/05/20,3.81
1985 11 24 06 54 04.08,Appennino forlivese,29,43.844,12.017,05/06/20,4.29
1986 06 22 14 07 51.16,Costa anconetana,20,43.558,13.692,5,3.98
1986 10 01 19 53 39.71,Lunigiana,68,44.277,10.125,5,4.46
1986 10 13 05 10 00.31,Monti Sibillini,322,42.924,13.186,05/06/20,4.46
1986 10 20 12 15 34.26,Adriatico centrale,,43.212,13.912,,4.07
1986 12 06 17 07 19.77,Ferrarese,604,44.947,11.444,6,4.43
1987 01 22 05 10 50.09,Costa pisano-livornese,157,43.541,10.188,05/06/20,4.15
1987 02 10 21 20 13.74,Lunigiana,54,44.246,10.187,5,4.09
1987 04 24 02 30 27.04,Reggiano,54,44.812,10.691,6,4.64
1987 05 02 20 43 53.32,Reggiano,802,44.81,10.694,6,4.71
1987 05 08 11 10 27.88,Bassa modenese,24,44.861,11.157,6,4.44
1987 07 03 10 21 57.64,Costa Marchigiana,359,43.198,13.902,7,5.06
1987 07 03 11 55 24.88,Costa Marchigiana,,43.22,13.82,,4.02
1987 07 03 17 38 02.66,Costa Marchigiana,,43.191,13.88,,4.34
1987 07 05 13 12 37.46,Montefeltro,90,43.758,12.208,6,4.44
1987 07 05 23 54 17.16,Costa Marchigiana,,43.193,13.838,,4.22
1987 07 08 04 29 15.91,Montefeltro,15,43.779,12.245,04/05/20,3.7
1987 07 11 01 46 52.02,Bassa Bolognese,15,44.771,11.306,5,4.2
1987 09 04 16 42 49.60,Costa Marchigiana,75,43.187,13.849,6,4.66
1987 09 10 13 24 23.24,Costa Marchigiana,21,43.253,13.879,,4.38
1987 09 22 04 24 54.82,Costa Marchigiana,,43.244,13.86,,4.13
1988 02 08 11 24 46.14,Garfagnana,75,44.098,10.426,6,4.34
1988 02 08 13 36 44.64,Frignano,43,44.195,10.555,5,4.28
1988 03 10 19 26,Colli Albani,4,41.751,12.67,04/05/20,3.3
1988 03 15 12 03 16.17,Reggiano,160,44.838,10.724,6,4.57
1988 04 09 10 12 11.50,Farnese,1,42.476,11.674,05/06/20,2.82
1988 04 30 06 15 57.93,Colli Albani,39,41.772,12.612,05/06/20,3.55
1988 08 07 09 58 36.94,Farnese,2,42.524,11.748,05/06/20,3.46
1989 07 09 03 54 37.25,Montefeltro,48,43.67,12.209,5,4.09
1989 09 11 02 46 23.93,Marche meridionali,60,43.118,13.311,5,4.04
1989 09 14 18 17 05.74,Aquilano,32,42.286,13.616,5,3.47
1989 10 03 09 41 32.85,Appennino parmense,91,44.461,10.058,4,4.04
1989 10 23 21 19 17.62,Colli Albani,65,41.714,12.608,6,4.32
1989 11 19 03 40 22.54,Valnerina,38,42.859,12.978,5,4.13
1989 12 22 06 48 13.91,Valle Umbra,114,42.991,12.706,5,4.44
1990 05 08 22 33 15.91,Alta Valtiberina,64,43.576,12.18,5,3.77
1990 05 08 22 37 24.26,Alta Valtiberina,1,43.637,12.145,05/06/20,3.24
1990 06 19 02 42 58.58,Alto Aniene,40,42.036,12.948,05/06/20,3.82
1990 06 24 05 52 30.89,Colline Metallifere,5,43.186,10.815,04/05/20,3.56
1990 09 12 02 59 44.87,Valle Umbra,62,42.735,12.688,05/06/20,4.12
1991 01 14 07 38 36.65,Casentino,62,43.781,11.853,5,4.26
1991 05 05 06 33 35.68,Aquilano,64,42.241,13.66,6,3.86
1991 11 12 21 45 55.05,Ascolano,19,42.932,13.421,05/06/20,3.54
1992 02 07 23 17 55.66,Monti Volsini,34,42.624,11.952,5,3.76
1992 02 18 09 20 27.73,Valle Umbra,13,42.872,12.653,5,3.48
1992 04 17 11 59 07.29,Appennino bolognese,56,44.432,11.011,04/05/20,4.11
1992 05 20 01 21 13.00,Garfagnana,14,44.181,10.255,04/05/20,3.14
1992 08 25 02 25 48.38,Aquilano,63,42.411,13.355,5,4.11
1992 10 24 18 44 48.60,Monti della Laga,32,42.618,13.251,5,4.08
1993 01 17 10 51 23.39,Alta Valtiberina,76,43.614,12.21,5,4.26
1993 06 04 21 36 50.60,Valle del Topino,90,43.121,12.763,05/06/20,4.39
1993 06 05 19 16 17.02,Valle del Topino,326,43.121,12.724,6,4.72
1993 08 06 07 51 47.61,Colline Metallifere,35,43.291,10.944,05/06/20,4.03
1993 11 05 02 01 03.79,Cesenate,10,44.194,12.205,,3.99
1993 11 07 23 21 11.72,Cesenate,36,44.181,12.18,04/05/20,3.95
