Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1954 07 29 04 40 27.00,"Vallese, Sierre",,46.3,7.5,6,5
1955 02 02 18 43,"Tirol, Arzl/Pitztal",,47.21,10.76,5,4.16
1955 03 12 06 57 04.00,Parmense,15,44.798,10.173,5,4.15
1955 05 07 02 29 46.00,Val di Susa,13,45.106,7.315,5,4.16
1956 06 01 08 32 45.00,Alta Valle del Po,62,44.72,7.291,05/06/20,4.3
1958 01 09 11 58 30.00,Monte Baldo,2,45.684,10.802,5,4.16
1958 09 30 08 45,"Tirol, Landeck",,47.23,10.59,06/07/20,4.86
1959 01 26 05 35 40.00,Alta Val di Taro,14,44.422,9.624,5,4.27
1960 02 19 02 30,Valli Giudicarie,50,45.806,10.625,6,4.81
1960 03 23 23 10,Vallese,178,46.37,8.02,7,5
1961 01 17 01 51 57.00,"Vallese, Val d'Hérens",,46.033,7.467,05/06/20,4.3
1961 03 15 01 50,Val Venosta,13,46.626,10.703,5,4.24
1961 08 09 13,Val Monastero,19,46.81,10.35,5,4.9
1961 08 13 22 34 18.00,Parmense,22,44.739,10.229,05/06/20,4.37
1961 08 14 01 03 02.00,Parmense,14,44.812,10.153,05/06/20,4.47
1961 08 25 12 22,"Tirol, Stanzach/Lechta",,47.38,10.56,05/06/20,4.4
1961 11 23 01 12 05.00,Prealpi bergamasche,119,45.76,9.589,06/07/20,4.86
1963 03 04 22 30,Veronese,6,45.419,11.121,5,4.41
1964 05 28 20 52 03.00,"Grigioni, Trun",,46.683,9.033,5,4.3
1965 07 23 23 14 25.00,Lunigiana,1,44.377,9.882,5,4.16
1965 10 24 12 16 57.00,"Vallese, Sion",,46.3,7.4,5,4.4
1967 01 05 16 35 01.00,Faucigny,17,46.116,6.495,4,3.89
1967 04 03 16 36 18.00,Reggiano,45,44.73,10.602,5,4.44
1967 04 12 18 34 20.00,Vallese,,46.3,7.2,,4.36
1967 08 14 10 16 18.00,"Bassa Engadina, Samnaun",,46.95,10.35,5,3.9
1967 10 08 15 27 15.00,Friburgo,,46.5,7.1,,4.46
1968 06 07 09 34 46.00,Parmense,,44.75,10.32,,
1968 06 18 05 27,Valle d'Aosta,60,45.684,7.768,6,4.86
1968 06 22 12 21 37.00,Val Lagarina,27,45.879,10.996,06/07/20,4.74
1968 06 22 12 37 49.34,Val Lagarina,,45.84,11.21,,4.07
1968 06 27 15 43 40.00,Chablais,21,46.317,6.761,6,4.6
1968 08 19 00 36 43.00,Chablais,32,46.327,6.723,7,4.7
1968 11 21 22 50 03.00,Chablais,6,46.283,6.717,5,4.32
1969 06 24 13 25 18.00,Parmense,15,44.731,10.139,5,4.21
1969 10 09 03 31 36.00,Val di Susa,36,45.089,7.381,5,4.25
1970 04 19 18 16 32.00,Garda occidentale,65,45.605,10.527,5,4.55
1970 05 03 04 17 41.00,Parmense,3,44.707,10.299,4,4.08
1970 07 21 11 24 35.50,"Berna, Niesen",,46.637,7.636,,3.8
1971 01 06 11 10 55.00,Oltrepò Pavese,23,45.05,9.238,04/05/20,3.85
1971 07 15 01 33 23.00,Parmense,228,44.814,10.345,8,5.51
1972 06 25 17 10 47.87,Parmense,,44.638,10.303,,4.01
1972 10 25 21 56 11.31,Appennino settentrionale,198,44.503,9.865,5,4.87
1973 06 05 13 47 25.36,Appennino piacentino,,44.672,9.479,,4.28
1974 04 15 21 49 12.00,Alta Val di Taro,13,44.559,9.748,5,4.14
1975 01 11 15 54,Monte Baldo,13,45.622,10.732,05/06/20,4.42
1975 06 01 13 25 50.33,Val Lagarina,,45.63,10.87,,
1975 11 13 19 55 14.00,Appennino piacentino,7,44.659,9.626,05/06/20,4.36
1975 11 16 13 04 25.14,Appennino piacentino,10,44.749,9.519,04/05/20,4.93
1976 08 22 02 49 13.00,Alta Val di Taro,26,44.499,9.762,5,4.54
1976 12 13 05 24,Garda settentrionale,128,45.894,10.799,7,4.9
1976 12 14 08 57,Garda settentrionale,4,45.882,10.783,04/05/20,3.87
1979 02 09 14 44,Bergamasco,73,45.637,9.555,6,4.78
1979 11 17 20 53,Lago d'Iseo,17,45.745,9.994,05/06/20,4.37
1980 01 05 14 32 26.00,Torinese,120,45.013,7.319,06/07/20,4.82
1980 01 25 00 27,Val Venosta,8,46.65,10.968,04/05/20,4
1980 12 23 12 01 06.00,Piacentino,69,44.808,9.787,06/07/20,4.57
1981 05 26 09 27 56.00,Reggiano,6,44.655,10.434,5,3.75
1982 08 06 13 29 34.13,Monferrato,,44.923,8.168,,4.15
1983 01 03 17 03 04.77,Valsassina,,45.965,9.424,,4.27
1983 07 21 13 31 22.20,Prealpi Vicentine,3,45.846,11.324,,4.44
1983 07 31 20 52 56.00,Val Venosta,,46.687,10.52,04/05/20,4.1
1983 11 09 16 29 52.00,Parmense,850,44.755,10.265,06/07/20,5.04
1984 05 03 08 56 51.00,Faucigny,31,46.067,6.55,6,3.7
1984 06 08 02 43 32.42,Val Venosta,5,46.744,10.503,5,3.7
1985 07 10 13 53 29.30,Appennino parmense,1,44.558,9.672,05/06/20,3.76
1985 07 21 06 16 44.76,Appennino parmense,1,44.608,9.616,05/06/20,3.67
1985 08 08 19 05 17.01,Appennino parmense,2,44.565,9.659,5,3.66
1985 08 15 18 58 03.78,Appennino parmense,7,44.605,9.63,7,4.51
1986 05 12 13 03 49.08,Appennino parmense,2,44.596,9.624,5,3.8
1987 04 24 02 30 27.04,Reggiano,54,44.812,10.691,6,4.64
1987 05 02 20 43 53.32,Reggiano,802,44.81,10.694,6,4.71
1987 05 24 10 23 24.76,Garda occidentale,29,45.726,10.668,6,4.63
1987 07 03 10 46 56.62,Canavese,25,45.409,7.567,6,4.08
1987 07 10 08 09 27.25,Garda settentrionale,15,46.002,10.93,5,4.11
1987 07 21 15 16 47.69,Lomellina,,45.098,8.731,,4.82
1988 03 15 12 03 16.17,Reggiano,160,44.838,10.724,6,4.57
1988 08 16 07 35 02.59,Alta Val di Taro,,44.475,9.854,,4.08
1989 09 13 21 54 01.50,Prealpi Vicentine,779,45.882,11.264,06/07/20,4.85
1989 09 13 21 54 35.30,Alessandrino,,44.856,8.673,,4.55
1989 10 03 09 41 32.85,Appennino parmense,91,44.461,10.058,4,4.04
1990 02 11 07 00 38.00,Torinese,201,44.918,7.558,6,4.69
1991 10 31 09 31 18.63,Emilia occidentale,134,44.939,9.997,5,4.33
1991 11 20 01 54 17.60,"Grigioni, Vaz",468,46.731,9.527,6,4.7
1992 06 17 00 47 08.31,Valli di Lanzo,26,45.191,7.49,04/05/20,3.35
1993 06 14 12 28 36.10,Val d'Ossola,139,45.964,8.283,05/06/20,4.34
1993 07 10 08 59 07.50,"Vorarlberg, Arlberg",,47.13,10.22,5,4.28
1993 12 09 18 16 50.88,Lago d'Iseo,175,45.773,10.167,5,4.11
1994 03 31 09 41 42.80,"Vorarlberg, Arlberg",,47.132,10.102,,4.02
1994 10 24 23 22 47.70,Val Lagarina,75,45.936,11.213,5,4.15
1995 01 04 00 47 02.28,Val Chisone,35,44.869,7.318,5,3.73
1995 03 03 16 16 40.02,Lunigiana,43,44.366,10.006,5,4.2
1995 10 29 13 00 27.69,Lago d'Iseo,408,45.723,9.849,05/06/20,4.35
1995 11 21 04 04 34.57,Torinese,64,45.066,7.427,05/06/20,4.07
1995 12 09 23 14 36.68,Langhe,,44.706,7.954,,4.28
1996 03 31 06 08 01.10,Valle d'Aosta,50,45.938,7.46,04/05/20,4.15
1996 06 28 09 57 43.00,"Vorarlberg, Lech am Arlberg",,47.2,10.1,5,4.07
1996 10 15 09 55 59.95,Pianura emiliana,135,44.798,10.678,7,5.38
1996 10 15 10 19 44.10,Pianura emiliana,,44.815,10.691,,4.1
1996 10 15 12 18 24.22,Pianura emiliana,,44.803,10.677,,4.38
1996 10 16 00 24 29.10,Pianura emiliana,,44.826,10.7,,4.16
1996 10 26 04 56 54.10,Pianura emiliana,63,44.853,10.699,05/06/20,3.94
1996 11 25 19 47 53.85,Pianura emiliana,65,44.787,10.715,05/06/20,4.29
1996 12 16 09 09 53.08,Pianura emiliana,115,44.814,10.693,05/06/20,4.06
1997 05 12 22 13 52.50,Pianura emiliana,56,44.781,10.63,04/05/20,3.68
1998 02 21 02 21 13.30,Pianura emiliana,104,44.777,10.723,5,3.93
1999 12 29 20 42 34.80,Alpi Retiche,74,46.55,10.304,,4.78
1999 12 31 04 55 53.90,Alpi Retiche,99,46.554,10.335,,4.11
2000 04 06 17 40 36.70,Alpi Retiche,40,46.537,10.339,,4.02
2000 06 18 07 42 07.68,Pianura emiliana,304,44.785,10.746,05/06/20,4.4
2000 06 18 08 14 23.95,Pianura emiliana,,44.693,10.633,,4.88
2000 08 21 17 14,Monferrato,595,44.911,8.38,6,4.94
2001 07 17 15 06 15.27,Val Venosta,657,46.697,11.074,05/06/20,4.78
2001 07 18 22 47 10.71,Monferrato,253,44.801,8.427,5,4.23
2002 11 13 10 48 03.19,Franciacorta,768,45.65,10.141,5,4.21
2003 04 11 09 26 57.78,Valle Scrivia,78,44.758,8.868,06/07/20,4.81
2004 11 24 22 59 38.55,Garda occidentale,176,45.685,10.521,07/08/20,4.99
2005 04 13 18 46 07.69,Valle del Trebbia,163,44.69,9.326,4,3.68
2005 04 18 10 59 18.56,Valle del Trebbia,284,44.724,9.348,4,3.97
2005 06 12 21 16 14.20,Val di Susa,102,45.129,7.275,5,3.79
2005 07 05 12 33 50.80,Canavese,92,45.326,7.682,5,3.48
2005 09 08 11 27 17.50,Massif du Mont-Blanc,281,46.04,6.88,,4.44
2007 05 09 06 03 49.66,Pianura emiliana,,44.801,10.478,,4.21
2007 07 30 19 05 43.08,Pianura emiliana,,44.898,10.003,,4.45
2007 12 28 04 05 43.55,Appennino parmense,,44.51,10.133,,4.18
2008 03 26 09 19 30.57,Lunigiana,,44.342,9.81,,4.18
2008 12 23 15 24 21.77,Parmense,291,44.544,10.345,06/07/20,5.36
2008 12 23 21 58 26.57,Parmense,,44.527,10.355,,4.81
2008 12 23 23 37 06.00,Parmense,,44.582,10.256,,4.08
2008 12 25 03 08 29.80,Parmense,,44.556,10.309,,4.09
2009 04 19 12 39 50.08,Langhe,,44.735,7.868,,4.21
2009 10 19 10 08 49.64,Piacentino,,44.814,9.772,,4.12
2011 07 25 12 31 20.46,Torinese,105,45.016,7.365,5,4.67
2011 10 20 06 11 18.86,Appennino ligure,,44.521,9.393,,4.22
2011 10 29 04 13 34.35,Val Lagarina,,45.712,10.911,,4.07
2012 01 24 23 54 46.03,Verona,,45.528,10.985,,4.07
2012 01 25 08 06 37.09,Pianura emiliana,25,44.871,10.51,05/06/20,4.98
2012 01 27 14 53 12.74,Appennino parmense,,44.523,10.009,,5.05
2012 03 05 15 15 06.99,Appennino ligure,,44.494,9.354,,4.27
2012 05 20 02 20 56.52,Pianura emiliana,,44.851,10.948,,4.14
2012 05 29 08 25 51.48,Pianura emiliana,,44.864,10.947,,4.65
2012 05 29 08 40 57.44,Pianura emiliana,,44.869,10.966,,4.27
2012 05 29 08 41 42.33,Pianura emiliana,,44.877,10.946,,4.21
2012 05 29 09 29 37.09,Pianura emiliana,,44.883,11.002,,4.21
2012 05 29 10 55 56.55,Pianura emiliana,,44.865,10.979,,5.5
2012 05 29 11 00 01.68,Pianura emiliana,,44.855,10.941,,4.95
2012 05 29 11 00 22.99,Pianura emiliana,,44.866,10.976,,4.88
2012 05 30 06 00 33.43,Pianura emiliana,,44.9,10.934,,4.05
2012 05 31 19 04 04.00,Pianura emiliana,,44.881,10.984,,4.04
2012 06 03 19 20 43.39,Pianura emiliana,,44.886,10.95,,4.9
2012 06 12 01 48 36.14,Modenese,,44.89,10.921,,4.16
2012 10 03 14 41 29.36,Piacentino,,44.782,9.67,,4.52
2016 07 30 20 21 38.23,Val Chisone,,44.931,7.212,,4
2017 07 01 08 10 34.08,Chateau-D'Oex,,46.491,7.097,,4
2017 11 19 12 37 44.70,Parmense,,44.66,10.033,,4.6
