Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1669 03 11 06,Etna - Versante meridionale,2,37.605,15.019,05/06/20,2.91
1669 03 11 13,Etna - Versante meridionale,2,37.614,15.026,05/06/20,2.91
1669 03 13 20,Etna - Versante meridionale,1,37.613,15.166,6,3.19
1677 03,Milazzo,1,,,,
1687 10 02,Tropea,1,38.675,15.899,7,5.1
1688 07 20,Pizzo Calabro,1,38.733,16.159,6,4.63
1693 01 08,Pollino,16,39.873,16.157,7,5.27
1693 01 11 08,Sicilia sud-orientale,8,,,,
1693 04 01 07 50,Ionio meridionale,4,37.587,15.309,6,4.63
1693 05 27 05,Sicilia orientale,1,,,,
1693 07 08 17 50,Sicilia sud-orientale,7,37.216,15.081,6,4.93
1694 05 16,Sicilia orientale,7,37.558,15.127,05/06/20,4.4
1697 02 01 20,Calabria centrale,2,39.019,16.337,05/06/20,4.4
1706 03 19,Stretto di Messina,4,38.203,15.641,05/06/20,4.76
1708 01 26,Pollino,7,39.93,16.105,8,5.56
1708 03 03,Appennino lucano,2,39.941,15.804,06/07/20,4.86
1708 04 15 03 10,Appennino lucano,2,40.059,15.742,5,4.16
1711 01 07,Stretto di Messina,1,38.108,15.647,5,4.16
1711 02 21,Stretto di Messina,2,38.147,15.601,5,4.16
1711 03 14,Stretto di Messina,2,38.147,15.601,5,4.16
1712 07 16,Calabria meridionale,4,38.202,16.064,05/06/20,4.4
1715 02 21,Calabria meridionale,4,38.271,16.154,05/06/20,4.4
1715 03,Sicilia nord-orientale,2,38.204,15.398,6,4.63
1716 12 01,Catania,2,37.502,15.087,6,4.63
1717 04 22,Monti Peloritani,7,38.099,15.211,06/07/20,4.91
1717 06 15,Ionio meridionale,2,,,,
1718 02 20,Sicilia orientale,7,37.599,14.619,06/07/20,5.25
1720 09 12,Calabria meridionale,2,38.228,15.887,05/06/20,4.4
1724 08 03,Stretto di Messina,4,38.178,15.686,06/07/20,4.99
1728 05,Lamezia Terme,1,38.974,16.318,05/06/20,4.4
1729 06 29 13,Golfo di Patti,4,38.154,15.139,06/07/20,4.86
1732 03 28,Monti Peloritani,3,38.169,15.335,5,4.16
1735 09 06,Vibonese,5,38.678,16.129,6,4.82
1738 05 23,Calabria centrale,5,38.903,16.171,7,5.1
1739 03 06 02 30,Catanzarese,2,38.736,16.559,04/05/20,3.93
1739 05 10 15 25,Monti Nebrodi,6,38.098,14.744,8,5.41
1739 06 05,Etna - Versante nord-occidentale,2,37.832,14.891,06/07/20,3.47
1740 02 24 13,Catanzarese,2,38.905,16.594,4,3.7
1740 03 26 17,Catanzarese,2,38.905,16.594,4,3.7
1740 03 30 17 30,Catanzarese,2,38.736,16.559,6,4.63
1743 10 02,Amantea,1,39.132,16.081,7,5.1
1743 12 07 07 45,Calabria centrale,27,38.704,16.354,08/09/20,5.88
1744 03 21 20,Sila Piccola,29,39.04,16.781,8,5.74
1747 09,Reggio di Calabria,1,38.108,15.647,6,4.63
1749 08,Messina,1,38.185,15.555,08/09/20,5.8
1759 05 20,Val d'Agri,1,40.421,15.735,5,4.16
1761 05 03 08 15,Catanzaro,1,38.905,16.594,7,5.1
1767 07 14 01 05,Valle del Crati,8,39.375,16.279,08/09/20,5.89
1770 06 08,Stretto di Messina,2,38.108,15.647,05/06/20,4.4
1777 06 06 16 15,Tirreno meridionale,9,,,,
1780 03 28,Sicilia nord-orientale,10,37.866,15.316,07/08/20,5.52
1780 04 09,Stretto di Messina,3,38.185,15.555,06/07/20,4.86
1780 09 14,Golfo di Patti,5,38.081,14.982,07/08/20,5.33
1783 02 05 12,Calabria meridionale,356,38.297,15.97,11,7.1
1783 02 06 00 20,Stretto di Messina,8,,,,
1783 02 07 13 10,Calabria centrale,191,38.58,16.201,10/11/20,6.74
1783 03 01 01 40,Calabria centrale,18,,,,
1783 03 28 18 55,Calabria centrale,323,38.785,16.464,11,7.03
1783 04 26 02 10,Sicilia nord-orientale,2,38.204,15.398,05/06/20,4.4
1783 11 20 11 58,Vibo Valentia,1,38.673,16.103,5,4.16
1784 03 20 13 30,Vibo Valentia,1,38.673,16.103,3,3.23
1784 10 14,Calabria meridionale,3,38.293,16.21,7,5.1
1785 03 17 03 33,Stretto di Messina,4,38.185,15.555,06/07/20,4.86
1785 04 13 07,Vibo Valentia,2,38.673,16.103,4,3.7
1786 02 23 07 40,Vibo Valentia,1,38.673,16.103,5,4.16
1786 03 10 14 10,Golfo di Patti,10,38.102,15.021,9,6.14
1787 09 20 04,Messina,1,38.185,15.555,5,4.16
1789 02 07,Calabria meridionale,3,38.391,15.875,7,5.1
1790 06,Calabria,1,,,,
1791 10 13 01 20,Calabria centrale,76,38.636,16.268,9,6.14
1792,Etna - Versante orientale,3,37.643,15.157,07/08/20,4.03
1792 04 01 12,Pollino,1,39.973,16.087,05/06/20,4.4
1805 07 11,Etna - Fondo Macchia (Giarre),1,37.718,15.15,08/09/20,4.59
1807 11 11,Val d'Agri,6,40.3,15.84,06/07/20,4.87
1811 08 01 19,Reggio di Calabria,1,38.108,15.647,05/06/20,4.4
1817 10 19 02 30,Messina,1,38.185,15.555,05/06/20,4.4
1818 02 20 18 15,Catanese,128,37.603,15.14,09/10/20,6.28
1819 07 26,Val di Noto,1,37.502,15.087,04/05/20,3.93
1821 08 02,Calabria centrale,3,38.939,16.456,7,5.1
1821 09 13,Calabria centrale,2,38.939,16.456,6,4.63
1822 07 14,Crotonese,4,39.282,16.903,6,4.63
1823 03 05 16 37,Sicilia settentrionale,107,38.185,14.344,8,5.81
1824 12 11,Sila Greca,4,39.54,16.588,07/08/20,5.33
1825 04 11 19 15,Appennino lucano,4,39.977,15.882,04/05/20,3.93
1828 03 12,Calabria meridionale,4,38.526,15.996,7,5.1
1830 07 13 15,Reggio di Calabria,3,38.108,15.647,05/06/20,4.4
1831 01 02 14 07,Appennino lucano,13,40.082,15.786,8,5.53
1831 01 28,Milazzo,4,38.224,15.24,05/06/20,4.4
1832 03 08 18 30,Crotonese,99,39.079,16.919,10,6.65
1832 04 12,Calabria centrale,3,38.77,16.292,5,4.16
1832 10 31,Etna - Versante occidentale,3,37.76,14.845,06/07/20,3.47
1832 11 24 00 00,Etna - Nicolosi,2,37.614,15.026,7,3.75
1835 10 12 22 35,Cosentino,36,39.33,16.293,9,5.89
1836 04 25 00 20,Calabria settentrionale,44,39.567,16.737,9,6.18
1836 05 04,Stretto di Messina,1,38.108,15.647,06/07/20,4.86
1836 05 22 07 55,Calabria settentrionale,1,39.574,16.635,05/06/20,4.4
1836 06 19 03 15,Calabria settentrionale,1,39.574,16.635,5,4.16
1836 07 27 07 30,Calabria settentrionale,1,39.574,16.635,05/06/20,4.4
1836 11 20 07 30,Appennino lucano,17,40.142,15.776,8,5.86
1839 08 27,Stretto di Messina,2,38.147,15.601,5,4.16
1840 04 24 02 30,Stretto di Messina,1,38.108,15.647,5,4.16
1841 01 03 22,Stretto di Messina,3,38.108,15.647,06/07/20,4.86
1841 03 20,Isole Eolie,1,38.468,14.958,5,4.16
1841 08 15 02,Stretto di Messina,2,38.147,15.601,5,4.16
1842 11 18 01 15,Etna - Belpasso,5,37.607,15.022,06/07/20,3.47
1846 04 22 19 45,Piana di Catania,9,37.538,14.923,6,4.94
1846 09 11,Rossano,1,39.574,16.635,5,4.16
1848 01 11 12,Golfo di Catania,41,37.428,15.25,07/08/20,5.51
1848 10 07 03,Reggio di Calabria,1,38.108,15.647,5,4.16
1850 01 01 11 00,Etna - Versante sud-occidentale,3,37.617,14.922,8,4.31
1851 02 15 17,Catanzaro,1,38.905,16.594,5,4.16
1851 04 11 06,Stretto di Messina,2,38.147,15.601,5,4.16
1852 01 17 00 05,Reggio di Calabria,1,38.108,15.647,6,4.63
1852 05 13 21 40,Reggio di Calabria,1,38.108,15.647,5,4.16
1854 02 12 17 50,Cosentino,89,39.256,16.295,10,6.34
1855 01 26 00 00,Etna - Fondo Macchia (Giarre),2,37.724,15.147,07/08/20,4.03
1855 01 28 19 45,Cosenza,1,39.303,16.252,05/06/20,4.4
1855 09 17 08,Cosentino,2,39.303,16.252,04/05/20,3.93
1855 09 20 07 30,Cosenza,2,39.303,16.252,4,3.7
1857 12 16 21 15,Basilicata,340,40.352,15.842,11,7.12
1857 12 26 05,Basilicata,1,40.297,15.991,07/08/20,5.33
1858 03 07 14,Campania meridionale,9,40.108,15.612,07/08/20,5.39
1858 03 07 19,Vibonati,3,40.111,15.674,4,3.7
1858 03 08 04,Vibonati,3,40.111,15.674,05/06/20,4.4
1865 07 19 01 00,Etna - Fondo Macchia (Giarre),32,37.702,15.153,9,4.87
1865 08 18 09 00,Etna - Versante sud-orientale,2,37.613,15.166,05/06/20,2.91
1865 08 19 12 30,Etna - S. Maria Ammalati (Acireale),16,37.641,15.165,8,4.31
1867 10 03 02,Mistretta,1,37.928,14.361,5,4.16
1869 11 28,Vibonese,21,38.754,16.124,05/06/20,4.6
1870 10 04 16 55,Cosentino,54,39.22,16.331,09/10/20,6.24
1871 06 29 20 45,Grimaldi,2,39.222,16.243,5,4.16
1872 10 08 13 25,Cosentino,6,39.412,16.309,5,4.72
1873 09 11 09 03,Cosenza,1,39.303,16.252,6,4.63
1875 01 07 23 45,Etna - Zerbate (Aci S. Antonio),7,37.626,15.136,7,3.75
1876 09 12 23 08,Reggio di Calabria,5,38.018,15.852,5,4.16
1879 06 16 19 00,Etna - Bongiardo (S. Venerina),1,37.686,15.135,05/06/20,2.91
1879 06 17 06 50,Etna - Bongiardo (S. Venerina),25,37.678,15.143,08/09/20,4.59
1879 07 26 07 30,Etna - Macchia (Giarre),4,37.722,15.173,6,3.19
1880 06 18 20 30,Etna - Versante orientale,5,37.691,15.13,5,2.63
1880 12 01 10,Mistretta,1,37.928,14.361,5,4.16
1881 02 12 02 30,Etna - Codavolpe (S. Venerina),8,37.71,15.168,7,3.75
1881 04 23 04 12,Paola,1,39.36,16.041,5,4.16
1882 03 10,Stretto di Messina,3,38.026,15.417,4,3.7
1883 03 22 00 15,Etna - Nicolosi,7,37.653,15.065,08/09/20,4.59
1883 03 22 22 30,Etna - Belpasso,2,37.602,15.002,07/08/20,4.03
1883 03 26 21 26,Etna - Nicolosi,1,37.614,15.026,06/07/20,3.47
1883 04 05 08 58,Etna - Nicolosi,11,37.665,15.075,06/07/20,3.47
1883 04 28 01 25,Etna - Nicolosi,1,37.614,15.026,06/07/20,3.47
1883 04 28 15 30,Etna - Torre Del Grifo (Mascalucia),2,37.598,15.05,05/06/20,2.91
1883 06 24 07 47,Etna - Versante orientale,4,37.705,15.121,07/08/20,4.03
1883 07 25 09 50,Calabria centrale,8,39.052,16.452,5,4.47
1883 11 13 17 00,Etna - Versante orientale,3,37.678,15.107,05/06/20,2.91
1884 01 10 20 35,Etna - Versante settentrionale,14,37.859,15.043,6,3.19
1884 05 04 20 13,Calabria centrale,8,38.81,16.306,4,4.29
1885 03 11 00 15,Etna - Macchia (Giarre),8,37.729,15.169,05/06/20,2.91
1885 09 25 07 05,Etna - Nicolosi,2,37.614,15.026,7,3.75
1885 10 02 02 30,Etna - Nicolosi,1,37.614,15.026,06/07/20,3.47
1886 02 06 06 30,Vibonese,15,38.593,16.179,05/06/20,4.5
1886 03 06,Cosentino,10,39.338,16.191,07/08/20,5.57
1886 05 11 00 00,Etna - Macchia (GIarre),1,37.719,15.167,05/06/20,2.91
1886 06 05 11 13,Etna - S. Venerina,21,37.697,15.152,7,3.75
1887 12 03 03 45,Calabria settentrionale,142,39.564,16.221,8,5.55
1887 12 03 05 25,Calabria settentrionale,,,,,
1888 02 25 17 21,Stromboli,3,38.806,15.235,7,5.1
1889 01 10 19 10,Catanzarese,1,38.947,16.509,5,4.16
1889 05 29 08 58,Calabria meridionale,8,38.029,15.956,5,4.36
1889 10 05 13 52,Calabria meridionale,10,38.484,15.953,5,4.53
1889 12 25 17 23,Etna - S. Maria Ammalati (Acireale),25,37.646,15.158,07/08/20,4.03
1891 01 26 03 10,Stromboli,1,38.806,15.235,5,4.16
1891 06 27 12 11 48.00,Salina,1,38.556,14.844,5,4.16
1892 03 16 12 38,Alicudi,28,38.552,14.605,7,5.24
1892 07 08 18 50,Etna - Versante meridionale,13,37.673,14.997,07/08/20,4.03
1892 07 09 13 32,Etna - Versante orientale,4,37.666,15.077,6,3.19
1892 08 07 21 32,Stromboli,1,38.806,15.235,5,4.16
1892 09 05 20 00,Etna - Versante sud-orientale,2,37.619,15.124,6,3.19
1892 09 23 14 30,Etna - Versante sud-occidentale,2,37.62,14.954,6,3.19
1893 01 29 01 10,Stromboli,1,38.806,15.235,5,4.16
1893 03 31 00 00,Etna - Nicolosi,9,37.614,15.026,06/07/20,3.47
1893 04 01 07 09,Etna - Zafferana Etnea,8,37.685,15.056,06/07/20,3.47
1893 04 22 03 20,Monti Nebrodi,33,38.001,15.028,06/07/20,4.83
1894 02 20,Monti Peloritani ?,16,37.926,15.076,5,4.33
1894 05 28 20 15,Pollino,122,39.995,16.036,7,5.01
1894 08 03 06 29 26.00,Salina,3,38.562,14.873,4,3.7
1894 08 07 12 58,Etna - Zerbate (Aci S. Antonio),12,37.654,15.109,6,3.19
1894 08 08 05 16,Etna - Mazzasette (Acireale),45,37.653,15.11,08/09/20,4.59
1894 11 16 17 52,Calabria meridionale,303,38.288,15.87,9,6.12
1894 12 27,Filicudi,12,38.56,14.581,6,4.99
1895 03 09 22 04,Tirreno meridionale,7,38.379,15.506,5,4.67
1895 07 19 09 45,Appennino lucano,23,40.297,15.913,5,4.21
1895 07 26 17 44,Calabria meridionale,14,38.286,15.858,5,4.32
1895 09 15 10 25,Calabria centrale,4,38.661,16.197,5,4.16
1895 11 18 16 32,Oppido Mamertina,17,38.234,15.769,5,4.61
1896 03 18 20 45,Etna - Fossa Dell'Acqua (Acireale),4,37.619,15.138,05/06/20,2.91
1896 04 01 07 18 34.00,Calabria meridionale,11,38.174,15.756,5,4.27
1896 09 17 14 51,Calabria meridionale,11,38.211,16.039,5,4.38
1896 12 19 21 18,Etna - S. Tecla (Acireale),4,37.638,15.175,05/06/20,2.91
1897 02 11 23 33 07.00,Ionio meridionale,96,37.246,16.311,5,5.03
1897 12 06 03 15,San Giovanni in Fiore,13,39.254,16.699,4,3.9
1898 04 21 05 35 42.00,Scigliano,16,39.114,16.358,04/05/20,3.93
1898 05 14 04 45,Etna - S. Maria Licodia,35,37.615,14.889,07/08/20,4.03
1898 08 12,Sicilia nord-orientale,69,38.181,15.386,06/07/20,4.82
1898 09 17 14 26,Monforte San Giorgio,9,38.174,15.408,05/06/20,4.01
1899 05 03 21 45,Etna - S. Maria Licodia,12,37.621,14.919,05/06/20,2.91
1899 06 27 21 15,Salina,5,38.556,14.844,5,4.16
1899 07 02 04 54,Etna - Guardia (Acireale),9,37.656,15.171,6,3.19
1899 09 23 22 11,Etna - Fossa Dell'Acqua (Acireale),8,37.628,15.139,05/06/20,2.91
1901 05 11 11 10,Etna - Nicolosi,15,37.617,15.029,7,3.75
1901 05 11 18 20,Etna - Nicolosi,13,37.614,15.026,6,3.19
1901 06 20 17 30,Catanzarese,6,38.878,16.541,5,4.31
1901 12 13 00 10 22.00,Calabria,46,38.651,16.191,5,4.81
1903 05 26 16 56,Etna - Trecastagni,3,37.614,15.081,05/06/20,2.91
1903 11 20 09 57,Etna - Viagrande,19,37.646,15.108,06/07/20,3.47
1904 07 16 23 35,Salina,1,38.577,14.809,5,4.16
1905 09 08 01 43,Calabria centrale,895,38.811,16,10/11/20,6.95
1906 03 22 19 40,Novara di Sicilia,8,38.015,15.13,5,4.16
1906 06 02 00 10,Etna - Massa Annunziata (Mascalucia),19,37.591,15.039,6,3.19
1906 06 10 01 44,Isola di Stromboli,1,38.806,15.235,04/05/20,3.93
1906 07 02 19 50,Montemurro,15,40.297,15.991,4,3.78
1906 11 20 14 34,Etna - Versante orientale,11,37.764,15.056,05/06/20,2.91
1907 05 08,Area Etnea,1,,,,
1907 10 23 20 28 19.00,Aspromonte,274,38.086,15.985,08/09/20,5.96
1907 12 07 21 28,Etna - Fiandaca (Acireale),24,37.632,15.134,07/08/20,4.03
1908 03 01 05 23,Calabria centrale,30,39.128,16.313,5,4.77
1908 03 26 13 49,Materano,21,40.498,16.419,5,4.31
1908 05 05 13 50,Etna - S. Venerina,4,37.686,15.139,6,3.19
1908 05 09 10 38,Etna - Guardia (Acireale),13,37.669,15.165,06/07/20,3.47
1908 05 26 16 47,Etna - Versante orientale,15,37.707,15.091,6,3.19
1908 06 30 05 44,Filicudi,1,38.56,14.581,05/06/20,4.4
1908 08 15 09 40,Monti Nebrodi,16,37.907,14.337,7,5.08
1908 11 05 16 50,Calabria meridionale,24,38.071,16.014,6,4.58
1908 12 10 06 20,Monti Peloritani,64,38.059,15.036,7,5.11
1908 12 28 04 20 27.00,Stretto di Messina,772,38.146,15.687,11,7.1
1909 01 03 04 20,Stromboli,1,38.806,15.235,06/07/20,4.86
1909 01 23 18 28,Stretto di Messina,21,38.187,15.624,7,5.15
1909 05 17 10 28,Savelli,12,39.312,16.777,5,4.16
1909 07 01 06 24,Stretto di Messina,35,38.147,15.601,8,5.49
1909 10 21 05 45,Etna - S. Maria Ammalati (Acireale),18,37.652,15.162,6,3.19
1909 10 21 16 48,Etna - S. Giovanni Bosco (Acireale),13,37.655,15.162,7,3.75
1909 11 08 23 45,Calabria meridionale,12,38.353,16.081,04/05/20,3.93
1909 11 20 12 51,Stretto di Messina,2,38.203,15.596,03/04/20,3.46
1909 11 20 20 50,Stretto di Messina,2,38.22,15.638,4,3.7
1910 03 23 01 55,Etna - Area sommitale,2,37.74,14.997,6,3.19
1910 03 31 18 38,Catanzarese,3,38.947,16.509,04/05/20,3.93
1910 05 28 01 45,Castelsaraceno,19,40.132,16.132,04/05/20,3.84
1910 06 13 23 43,Calabria meridionale,14,38.009,15.785,5,4.36
1910 07 03 03 57,Etna - S. Giovanni Montebello (Giarre),9,37.722,15.153,05/06/20,2.91
1910 10 03 11 04,Basilicata meridionale,36,40.177,16.248,05/06/20,4.62
1910 11 18 02 42,Tirreno meridionale,4,38.495,15.395,5,4.16
1910 12 12 06 07,Calabria centrale,5,38.608,16.068,4,3.7
1911 03 11 03 29,Calabria meridionale,8,38.333,15.95,5,4.42
1911 06 18 16 59,Calabria meridionale,4,38.222,15.926,5,4.16
1911 09 30 00 40,Etna - Pisano (Zafferana E.),2,37.664,15.109,6,3.19
1911 10 15 08 52,Etna - Fondo Macchia (Giarre),48,37.699,15.154,08/09/20,4.59
1912 11 07 14 12,Calabria centrale,18,38.78,16.32,5,4.37
1912 12 11 10 22,Etna - Versante orientale,8,37.749,15.124,05/06/20,2.91
1912 12 22 08 05,Stretto di Messina,56,38.206,15.617,05/06/20,4.68
1913 01 05 07 56,Calabria meridionale,3,38.354,16.049,5,4.16
1913 06 27 17,Calabria centrale,5,38.966,16.282,4,4.15
1913 06 28 08 53 02.00,Calabria settentrionale,151,39.531,16.239,8,5.64
1914 05 07 17 36,Etna - Fiandaca (Acireale),11,37.636,15.133,6,3.19
1914 05 07 20 59,Etna - Fossa Dell'Acqua (Acireale),2,37.617,15.154,6,3.19
1914 05 08 18 01,Etna - Linera (S. Venerina),82,37.659,15.149,09/10/20,5.15
1914 05 26 08 49,Etna - Lavinaio (Aci S. Antonio),8,37.632,15.121,7,3.75
1915 01 18 23 30,Cosentino,15,39.41,16.245,06/07/20,4.97
1915 06 12 21 11,Lipari,1,38.468,14.958,5,4.16
1915 09 11 08 25,Stretto di Messina,3,38.126,15.627,5,4.16
1916 05 30 08 50,Etna - Ragalna,4,37.62,14.919,05/06/20,2.91
1916 07 03 23 21,Isola di Stromboli,18,38.9,15.291,05/06/20,4.66
1916 09 03 07 45,Salina,5,38.556,14.844,04/05/20,3.93
1916 10 12 17 30,Etna - Pisano (Zafferana E.),2,37.664,15.108,05/06/20,2.91
1916 12 21 23 33,Etna - S. Maria Ammalati (Acireale),4,37.65,15.158,05/06/20,2.91
1917 06 12 18 44,Golfo di Taranto,11,39.758,16.733,04/05/20,5.35
1917 07 20 00 00,Etna - Trecastagni,1,37.614,15.081,05/06/20,2.91
1917 10 13 16 04,Val d'Agri,7,40.231,16.009,6,5.46
1918 06 03 21 45,Etna - Biancavilla,5,37.655,14.851,6,3.19
1918 11 24 13 38,Trenta,2,39.283,16.321,5,4.16
1918 11 24 13 39,Etna - S. Venerina,1,37.686,15.139,06/07/20,3.47
1918 11 26 00 00,Etna - Area sommitale,1,37.74,14.997,6,3.19
1918 11 26 09 00,Etna - Area sommitale,1,37.74,14.997,6,3.19
1918 12 03 10 42,Calabria centrale,,38.6,16.05,05/06/20,4.4
1919 03 18 14 17,Messina,2,38.178,15.485,5,4.16
1919 11 09 17 06,Etna - Fossa Dell'Acqua (Acireale),10,37.61,15.142,05/06/20,2.91
1920 01 27 04 38,Valle del Crati,5,39.341,16.305,04/05/20,3.93
1920 09 26 02 56,Etna - Codavolpe (S. Venerina),15,37.713,15.161,07/08/20,4.03
1921 01 21 17 28,Etna - Versante orientale,1,37.692,15.104,5,2.63
1921 06 19 12 52 40.00,Calabria meridionale,13,38.321,15.955,5,4.43
1921 07 24 00 00,Etna - Area sommitale,1,37.74,14.997,6,3.19
1923 06 17 00 06,Etna - Piedimonte Etneo,1,37.807,15.177,05/06/20,2.91
1923 06 17 15 45,Etna - Milo,3,37.722,15.116,06/07/20,3.47
1923 06 23 01 47,Etna - Piano Api (Acireale),3,37.628,15.144,05/06/20,2.91
1923 06 23 21 15,Etna - Piano Api (Acireale),3,37.629,15.143,05/06/20,2.91
1923 08 16 12 50,Stretto di Messina,4,38.178,15.485,04/05/20,3.93
1923 11 15 20 00,Etna - Piedimonte Etneo,14,37.747,15.158,06/07/20,3.47
1925 03 08 15 46,Monti Nebrodi,15,37.813,14.37,06/07/20,4.57
1925 07 06 06 36,Etna - Versante orientale,6,37.643,15.115,5,2.63
1925 08 21 19 11,Sicilia centro-settentrionale,14,37.715,14.592,6,4.51
1926 08 17 01 42,Isole Eolie,35,38.565,14.836,07/08/20,5.28
1928 02 02 14 43,Caronia,3,38.023,14.441,04/05/20,3.93
1928 03 07 10 55,Calabria centro-meridionale,30,38.686,15.936,07/08/20,5.87
1928 09 03 01 40,Cirò Marina,1,39.369,17.128,05/06/20,4.4
1929 01 06 14 13 40.00,Catanzarese,12,38.828,16.449,6,4.25
1929 02 22 08 17,Stretto di Messina,2,38.147,15.601,4,3.7
1930 03 26 10 52,Tirreno meridionale,11,38.547,14.471,06/07/20,4.92
1930 05 06 20 48,Calabria centro-meridionale,27,38.409,16.327,5,4.35
1930 10 09 04 33 40.00,Ionio settentrionale,10,39.143,18.037,5,4.78
1931 08 03 21 12,Etna - Fiandaca (Acireale),40,37.635,15.132,06/07/20,3.47
1932 01 02 23 36,Ionio settentrionale,16,39.065,17.555,5,5.52
1932 05 22 17 01,Sicilia nord-orientale,11,38.014,15.347,4,4.99
1932 12 03 02 26,Marsico Vetere,14,40.31,15.907,5,4.24
1933 02 04 01 04,Crotonese,3,39.081,17.128,4,3.7
1934 07 03 16 11,Castelsaraceno,18,40.233,16.012,6,4.55
1935 06 30 03 25,Etna - S. Giovanni Bosco (Acireale),6,37.668,15.154,06/07/20,3.47
1935 06 30 09 04,Etna - Guardia (Acireale),2,37.658,15.172,6,3.19
1936 04 07 05 41,Calabria centrale,17,38.674,16.126,05/06/20,4.72
1936 10 08 08 04,Patti,16,38.169,15.002,05/06/20,4.61
1939 01 27 20 10 13.00,Isole Eolie,33,38.565,14.748,7,5.1
1940 04 26 07 49,Calabria meridionale,2,38.507,16.072,04/05/20,4.9
1941 03 27 05 20,Etna - Fleri (Zafferana E.),12,37.658,15.091,06/07/20,3.47
1941 05 22 06 16,Isola di Stromboli,7,38.806,15.235,07/08/20,5.33
1941 05 28,Calabria meridionale,,38.267,15.867,,
1941 12 13 19 14,Golfo di Taranto,,40.2,16.9,,
1942 11 15 16 29,Etna - Nicolosi,3,37.614,15.026,06/07/20,3.47
1943 01 28 03 55,Etna - Versante sud-orientale,1,37.6,15.1,5,2.63
1946 03 15 07 02,Stretto di Messina,2,38.147,15.601,5,4.16
1946 04 03 17 01 44.00,Pollino,,39.8,16,,
1947 02 26 05 42 38.00,Tirreno meridionale,,39,15.2,,
1947 05 11 06 32 15.00,Calabria centrale,254,38.652,16.518,8,5.7
1947 06 29 20 20,Sila Piccola,4,39.119,16.31,5,4.16
1947 10 17,Messina,4,38.185,15.555,4,3.7
1948 08 02 19 25,Catanzaro,3,38.905,16.594,4,3.7
1948 10 16 12 10,Stromboli,3,38.806,15.235,5,4.16
1950 04 08 08 47,Etna - Codavolpe (S. Venerina),10,37.707,15.164,7,3.75
