Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1836 05 22 07 55,Calabria settentrionale,1,39.574,16.635,05/06/20,4.4
1836 06 19 03 15,Calabria settentrionale,1,39.574,16.635,5,4.16
1836 07 27 07 30,Calabria settentrionale,1,39.574,16.635,05/06/20,4.4
1836 11 20 07 30,Appennino lucano,17,40.142,15.776,8,5.86
1841 02 21,Gargano,13,41.627,15.637,06/07/20,5.17
1844 02 07 22 16,Adriatico centrale,,42,17,,
1845 08 10,Materano,6,40.667,16.611,5,4.51
1846 08 08,Potentino,13,40.523,16.13,06/07/20,5.18
1846 09 11,Rossano,1,39.574,16.635,5,4.16
1848 08 03 00 05,Adriatico centrale,,42,17,,
1850 11 02 02 30,Gargano,1,41.826,15.776,5,4.16
1851 02 15 17,Catanzaro,1,38.905,16.594,5,4.16
1851 08 14 13 20,Vulture,103,40.96,15.669,10,6.52
1851 08 14 14 40,Vulture,10,40.994,15.653,07/08/20,5.48
1852 04 02 09 30,Vulture,5,40.994,15.653,4,4.13
1852 12 09 21 15,Gargano,12,41.703,15.482,5,4.31
1853 04 09 12 45,Irpinia,47,40.818,15.215,8,5.6
1853 06 09,Savignano Irpino,1,41.228,15.181,5,4.16
1854 02 12 17 50,Cosentino,89,39.256,16.295,10,6.34
1855 01 28 19 45,Cosenza,1,39.303,16.252,05/06/20,4.4
1855 09 17 08,Cosentino,2,39.303,16.252,04/05/20,3.93
1855 09 20 07 30,Cosenza,2,39.303,16.252,4,3.7
1856 05 12 01 45,Barese,5,41.168,16.511,05/06/20,4.4
1857 12 16 21 15,Basilicata,340,40.352,15.842,11,7.12
1857 12 26 05,Basilicata,1,40.297,15.991,07/08/20,5.33
1858 03 07 14,Campania meridionale,9,40.108,15.612,07/08/20,5.39
1858 03 07 19,Vibonati,3,40.111,15.674,4,3.7
1858 03 08 04,Vibonati,3,40.111,15.674,05/06/20,4.4
1858 05 24 09 20,Tavoliere delle Puglie,13,41.092,16.192,04/05/20,4.35
1859 02 04,Balvano,1,40.65,15.512,5,4.16
1861 11 19,Potenza,1,40.638,15.802,05/06/20,4.4
1864 04 05 19 30,Gargano,3,41.63,15.917,4,3.7
1864 12 28 12,Gargano,3,41.835,15.567,6,4.63
1869 03 31 13,Gargano,3,41.709,15.683,05/06/20,4.4
1870 10 04 16 55,Cosentino,54,39.22,16.331,09/10/20,6.24
1871 06 29 20 45,Grimaldi,2,39.222,16.243,5,4.16
1872 10 08 13 25,Cosentino,6,39.412,16.309,5,4.72
1873 09 11 09 03,Cosenza,1,39.303,16.252,6,4.63
1875 12 06,Gargano,97,41.689,15.677,8,5.86
1881 04 23 04 12,Paola,1,39.36,16.041,5,4.16
1883 07 25 09 50,Calabria centrale,8,39.052,16.452,5,4.47
1885 12 24 10 50,Basilicata,7,40.534,16.427,06/07/20,5.09
1886 03 06,Cosentino,10,39.338,16.191,07/08/20,5.57
1887 12 03 03 45,Calabria settentrionale,142,39.564,16.221,8,5.55
1887 12 03 05 25,Calabria settentrionale,,,,,
1889 01 10 19 10,Catanzarese,1,38.947,16.509,5,4.16
1889 12 08,Gargano,122,41.83,15.688,7,5.47
1892 04 20,Gargano,15,41.762,16.097,06/07/20,5.02
1893 01 25,Vallo di Diano,134,40.513,15.36,7,5.15
1893 08 10 20 52,Gargano,69,41.713,16.075,8,5.39
1894 05 28 20 15,Pollino,122,39.995,16.036,7,5.01
1895 07 19 09 45,Appennino lucano,23,40.297,15.913,5,4.21
1896 04 17 11 53,Gargano,1,41.706,15.959,6,4.63
1897 12 06 03 15,San Giovanni in Fiore,13,39.254,16.699,4,3.9
1898 04 21 05 35 42.00,Scigliano,16,39.114,16.358,04/05/20,3.93
1899 08 16 00 05,Subappennino dauno,32,41.143,15.337,6,4.57
1899 10 02 14 17,Polla,22,40.555,15.654,05/06/20,4.64
1900 12 23 22 30,Gargano,20,41.815,15.727,5,4.37
1904 04 08 08 22,Gargano,27,41.706,15.728,6,4.75
1905 06 29 19 49,Brienza,22,40.525,15.599,05/06/20,4.14
1905 08 18 04 07,Tavoliere delle Puglie,41,41.649,15.379,5,4.61
1906 01 25 01 45,Montella,1,40.842,15.018,5,4.16
1906 07 02 19 50,Montemurro,15,40.297,15.991,4,3.78
1908 03 01 05 23,Calabria centrale,30,39.128,16.313,5,4.77
1908 03 26 13 49,Materano,21,40.498,16.419,5,4.31
1908 09 16 20 15,Gargano,14,41.752,15.715,03/04/20,3.72
1909 01 20 19 58,Salento,32,40.178,18.031,5,4.51
1909 05 17 10 28,Savelli,12,39.312,16.777,5,4.16
1909 12 03 06 20,Sant'Andrea di Conza,11,40.843,15.37,5,3.96
1910 03 31 18 38,Catanzarese,3,38.947,16.509,04/05/20,3.93
1910 05 28 01 45,Castelsaraceno,19,40.132,16.132,04/05/20,3.84
1910 06 07 02 04,Irpinia-Basilicata,376,40.898,15.421,8,5.76
1910 08 31 18 57 23.00,Adriatico centrale,,42,17,6,4.63
1910 10 03 11 04,Basilicata meridionale,36,40.177,16.248,05/06/20,4.62
1912 07 02 07 34,Tavoliere delle Puglie,49,41.476,15.88,5,4.55
1913 06 28 08 53 02.00,Calabria settentrionale,151,39.531,16.239,8,5.64
1913 07 26 10 58,Irpinia,5,40.853,15.171,04/05/20,3.93
1915 01 18 23 30,Cosentino,15,39.41,16.245,06/07/20,4.97
1917 06 12 18 44,Golfo di Taranto,11,39.758,16.733,04/05/20,5.35
1917 10 13 16 04,Val d'Agri,7,40.231,16.009,6,5.46
1918 11 24 13 38,Trenta,2,39.283,16.321,5,4.16
1919 10 21 00 24,Gargano,24,41.674,15.551,05/06/20,5.03
1920 01 27 04 38,Valle del Crati,5,39.341,16.305,04/05/20,3.93
1920 03 07 19 21 48.00,Avigliano,8,40.76,15.692,04/05/20,3.93
1923 11 08 12 28,Appennino campano-lucano,28,40.677,15.449,6,4.73
1925 07 28 03 33,Tavoliere delle Puglie,6,41.264,15.898,5,4.2
1925 08 25 05 10,Gargano,14,41.882,16.18,5,4.92
1927 12 27 08 49,Deliceto,2,41.222,15.386,05/06/20,4.4
1928 09 03 01 40,Cirò Marina,1,39.369,17.128,05/06/20,4.4
1930 07 23 00 08,Irpinia,547,41.068,15.318,10,6.67
1930 10 09 04 33 40.00,Ionio settentrionale,10,39.143,18.037,5,4.78
1930 11 06 21 56,Alta Murgia,16,40.995,16.051,5,4.41
1931 05 10 10 48 55.00,Irpinia,43,40.991,15.511,05/06/20,4.64
1931 11 10 21 10,Vulture,7,41.025,15.614,5,4.16
1931 12 03 09 32,Tavoliere delle Puglie,12,41.26,15.814,6,4.59
1932 01 02 23 36,Ionio settentrionale,16,39.065,17.555,5,5.52
1932 03 30 09 56 26.00,Bassa Murgia,28,40.587,16.858,5,4.54
1932 12 03 02 26,Marsico Vetere,14,40.31,15.907,5,4.24
1933 02 04 01 04,Crotonese,3,39.081,17.128,4,3.7
1933 03 07 14 39,Irpinia,42,41.023,15.351,6,4.96
1934 07 03 16 11,Castelsaraceno,18,40.233,16.012,6,4.55
1935 12 03 08,Calvello,12,40.475,15.849,5,4.15
1938 05 27 21 23 53.00,Adriatico centrale,,42.15,16.83,6,4.63
1941 10 07 11 13,Irpinia,,,,,
1941 12 13 19 14,Golfo di Taranto,,40.2,16.9,,
1946 04 03 17 01 44.00,Pollino,,39.8,16,,
1947 06 29 20 20,Sila Piccola,4,39.119,16.31,5,4.16
1947 07 04 20 10,Castel Baronia,1,41.049,15.189,4,4.55
1948 05 07 15 57 24.00,Ionio settentrionale,,40,19,,
1948 08 02 19 25,Catanzaro,3,38.905,16.594,4,3.7
1948 08 18 21 12 20.00,Gargano,58,41.575,15.748,07/08/20,5.55
1948 08 21 08 44 47.00,Gargano,,41.6,15.8,,5.4
1948 08 22 23 16 20.00,Gargano,,41.5,15.9,,5.37
1951 01 16 01 11,Gargano,73,41.808,15.9,7,5.22
1953 07 19 18 46,Gargano,5,41.52,15.904,04/05/20,4.55
1954 08 06 19 21 12.00,Potentino,13,40.764,15.8,05/06/20,5.18
1954 10 26 02 25,Gargano,8,41.62,15.866,04/05/20,4.72
1955 02 09 10 06,Gargano,31,41.721,15.865,06/07/20,5.05
1955 03 18 06 49 37.00,Gargano,,41.7,15.883,,5.22
1955 07 03 23 55 34.00,Golfo di Policastro,26,40.093,15.595,5,4.19
1955 07 12 04 02,Gargano,8,41.706,15.959,5,4.16
1955 07 23 21 05,Sila Greca,11,39.58,16.417,6,4.64
1956 01 09 00 44,Materano,45,40.57,16.366,6,4.72
1956 08 17 10 39,Gargano,3,41.709,15.683,05/06/20,4.4
1956 09 22 03 19 39.00,Gargano,57,41.584,15.721,6,4.64
1957 05 03 03 29 34.00,Potentino,36,40.797,15.7,5,4.09
1957 10 19 06 14,Potentino,16,40.577,15.646,4,3.7
1958 07 13 20 48,Sila Piccola,50,39.005,16.61,05/06/20,4.56
1958 10 27 10 09,Catanzarese,62,38.992,16.488,05/06/20,4.59
1962 01 19 05 01 25.00,Gargano,31,41.679,15.717,5,4.42
1962 08 21 18 44 56.15,Irpinia,,41.158,15.065,,5.34
1963 02 04 15,Calabritto,3,40.786,15.218,05/06/20,4.4
1963 02 13 12 45,Potentino,31,40.658,15.782,7,5.19
1963 11 12 08 22 33.00,Valle del Crati,15,39.565,16.268,5,4.31
1964 02 18 06 58 28.00,Irpinia,18,41.146,15.049,05/06/20,4.44
1964 06 04 00 31 59.00,Vallo di Diano,7,40.348,15.678,05/06/20,4.59
1965 10 01 18 38 30.00,Cosentino,7,39.393,16.217,04/05/20,3.93
1966 07 06 04 24,Alta Murgia,46,40.956,16.194,4,4.26
1966 10 04 04 51 51.00,Potentino,15,40.65,15.731,5,4.16
1967 06 17 15 42 58.00,Gargano,16,41.594,15.79,5,4.46
1967 12 09 03 09 56.00,Adriatico centrale,22,42,16.41,,4.36
1968 03 22 19 29 58.00,Basilicata meridionale,3,40.086,15.871,5,4.21
1968 10 01 16 31 03.20,Campania meridionale,,40.19,15.39,,4.36
1969 03 29 01 43 38.70,Tirreno centrale,,40.04,15.1,,4.68
1969 05 21 09 03 58.00,Cilento,37,40.294,15.004,5,4.19
1969 07 02 10 31 21.00,Calabria settentrionale,,39.51,16.64,,4.57
1969 11 14 06 48 07.00,Potentino,34,40.571,15.559,5,4.62
1970 01 21 18 36 25.00,Gargano,14,41.835,15.861,5,4.34
1970 06 29 14 22 52.00,Catanzarese,19,38.968,16.582,4,3.8
1970 12 09 15 58 28.00,Canale d'Otranto,,40.2,18.9,,4.36
1971 05 05 09 41 44.84,Irpinia,,41.083,15.201,,4.26
1971 05 06 03 45 05.00,Irpinia,68,41.169,15.275,6,4.83
1971 05 09 23 02 59.82,Irpinia,,41.188,15.382,,4.57
1971 11 29 18 49 35.37,Alta Val d'Agri,17,40.336,15.773,5,4.5
1973 04 13 08 12 57.00,Sila Piccola,19,39.046,16.772,6,4.62
1973 08 08 14 36 26.00,Appennino campano-lucano,29,40.668,15.436,05/06/20,4.75
1974 04 21 04 00 04.14,Costa crotonese,1,38.864,17.532,,3.55
1974 06 17 19 25 55.77,Ionio settentrionale,,38.962,17.816,,3.88
1974 06 29 22 32 02.90,Ionio settentrionale,,39.648,18.833,,4.07
1974 10 01 00 34 39.80,Ionio settentrionale,,39.699,18.814,,3.88
1974 10 07 11 43 39.78,Ionio settentrionale,,39.786,18.915,,4.46
1974 10 20 11 25 50.33,Ionio settentrionale,3,39.572,18.826,,5.02
1974 10 22 07 29 03.70,Ionio settentrionale,,39.705,18.717,,4.36
1974 11 23 07 52 28.22,Ionio settentrionale,,39.774,18.81,,4.46
1974 11 23 18 46 35.98,Ionio settentrionale,,39.743,18.94,,4.79
1975 06 19 10 11,Gargano,61,41.689,15.677,6,5.02
1976 10 22 11 23 27.26,Ionio settentrionale,,39.724,18.928,,4.68
1976 10 27 10 14 56.04,Ionio settentrionale,,39.601,18.836,,4.57
1976 11 06 20 57 04.36,Ionio settentrionale,,39.606,18.772,,4.57
1976 11 07 02 10 17.83,Ionio settentrionale,,39.645,18.868,,3.07
1976 11 08 18 08 40.52,Ionio settentrionale,,39.22,18.606,,4.07
1976 11 12 19 36 36.09,Ionio settentrionale,,39.658,18.935,,4.46
1976 11 13 05 20 36.75,Ionio settentrionale,,39.666,18.975,,
1977 06 05 23 19 47.64,Ionio settentrionale,,39.63,18.831,,4.07
1977 07 24 09 55 29.00,Irpinia,85,41.097,15.02,05/06/20,4.37
1977 12 30 17 35 08.90,Golfo di Policastro,,39.98,15.449,,5.9
1977 12 30 18 08 50.71,Golfo di Policastro,,39.944,15.446,,4.79
1978 09 24 08 07 44.00,Materano,121,40.646,16.487,6,4.75
1979 07 07 13 40 21.44,Adriatico centrale,,42.143,17.026,,4.61
1980 02 20 02 34 01.00,Cosentino,34,39.327,16.221,06/07/20,4.42
1980 03 01 19,Catanzarese,20,38.965,16.482,5,4.36
1980 03 09 12 03 39.00,Pollino,10,40.019,16.053,05/06/20,4.71
1980 05 14 01 41,Alta Val d'Agri,26,40.378,15.801,05/06/20,4.83
1980 11 23 18 34 52.00,Irpinia-Basilicata,1394,40.842,15.283,10,6.81
1980 11 23 18 52 06.30,Irpinia-Basilicata,,41.11,15.282,,4.73
1980 11 23 19 04 03.30,Irpinia-Basilicata,,40.661,15.71,,4.72
1980 11 23 19 06 44.90,Irpinia-Basilicata,,40.718,15.592,,4.54
1980 11 23 19 37 46.28,Irpinia-Basilicata,,40.847,15.378,,4.87
1980 11 23 20 06 17.78,Irpinia-Basilicata,,40.842,15.316,,4.21
1980 11 23 20 55 26.90,Irpinia-Basilicata,,40.816,15.33,,4.42
1980 11 23 21 30 16.35,Irpinia-Basilicata,,41.127,15.636,,4.46
1980 11 23 21 53 14.00,Tavoliere delle Puglie,,41.536,15.706,,4.28
1980 11 23 22 57 28.79,Irpinia-Basilicata,,41.017,15.285,,4.49
1980 11 23 23 43 33.30,Irpinia-Basilicata,,40.81,15.337,,4.54
1980 11 24 00 23 59.21,Irpinia-Basilicata,,40.811,15.268,,5.04
1980 11 24 02 19 23.84,Irpinia-Basilicata,,40.799,15.403,,4.31
1980 11 24 03 03 55.64,Irpinia-Basilicata,,40.861,15.374,,4.99
1980 11 24 04 23 16.82,Irpinia-Basilicata,,40.935,15.272,,4.35
1980 11 24 04 47 30.30,Irpinia-Basilicata,,40.907,15.388,,4.3
1980 11 24 10 16 21.10,Irpinia-Basilicata,,40.871,15.204,,4.21
1980 11 24 15 13 31.82,Irpinia-Basilicata,,40.993,15.004,,4.25
1980 11 25 09 59 31.80,Irpinia-Basilicata,,41.021,15.012,,4.25
1980 11 25 11 28 19.90,Irpinia-Basilicata,,40.864,15.24,,4.32
1980 11 25 14 57 54.20,Irpinia-Basilicata,,40.793,15.336,,4.61
1980 11 25 17 06 43.08,Irpinia-Basilicata,,40.609,15.462,,4.93
1980 11 25 17 26 41.00,Irpinia-Basilicata,,40.709,15.478,,4.36
1980 11 25 18 28 21.40,Irpinia-Basilicata,,40.655,15.452,,5.39
1980 11 26 06 06 09.90,Irpinia-Basilicata,,40.694,15.643,,4.42
1980 11 26 06 56 56.30,Irpinia-Basilicata,,41.075,15.277,,4.17
1980 11 26 07 03 06.90,Irpinia-Basilicata,,40.877,15.376,,4.21
1980 11 26 08 31 07.86,Irpinia-Basilicata,,40.922,15.476,,4.51
1980 11 26 10 47 52.40,Irpinia-Basilicata,,40.913,15.455,,4.46
1980 11 26 14 55 40.70,Irpinia-Basilicata,,41.017,15.236,,4.47
1980 11 30 01 51 49.09,Irpinia-Basilicata,,40.553,15.81,,4.52
1980 11 30 07 42 00.35,Irpinia-Basilicata,,40.761,15.316,,4.81
1980 11 30 07 42 20.77,Irpinia-Basilicata,,40.816,15.298,,4.9
1980 12 01 19 04 30.75,Irpinia-Basilicata,,40.885,15.308,,4.64
1980 12 03 23 54 22.00,Irpinia-Basilicata,11,40.729,15.476,6,4.83
1980 12 04 00 04 57.39,Irpinia-Basilicata,,40.777,15.546,,4.67
1980 12 08 02 49 40.06,Irpinia-Basilicata,,40.883,15.287,,4.51
1980 12 08 04 09 25.20,Irpinia-Basilicata,,40.855,15.29,,4.39
1980 12 08 17 29 03.21,Irpinia-Basilicata,,40.814,15.58,,4.26
1980 12 14 06 03 35.28,Irpinia-Basilicata,,40.88,15.199,,4.08
1981 01 09 00 12 49.00,Irpinia-Basilicata,6,40.699,15.636,05/06/20,4.36
1981 01 15 11 12 42.56,Irpinia-Basilicata,,40.806,15.507,,4.35
1981 01 16 00 37 45.43,Irpinia-Basilicata,,40.89,15.439,,5.22
1981 01 16 04 36 51.04,Irpinia-Basilicata,,40.846,15.303,,4.1
1981 01 16 06 31 24.79,Irpinia-Basilicata,,40.899,15.339,,3.95
1981 01 17 03 03 59.93,Irpinia-Basilicata,,40.749,15.347,,4.15
1981 01 20 08 55 05.82,Irpinia-Basilicata,,40.703,15.326,,4.1
1981 03 28 11 01 26.00,Irpinia-Basilicata,10,40.701,15.56,04/05/20,4.11
1981 05 01 11 12 10.88,Irpinia-Basilicata,,40.635,15.43,,4.05
1981 09 21 01 40 25.00,Potentino,4,40.661,15.658,05/06/20,4.2
1981 09 21 16 12 29.76,Potentino,,40.678,15.717,,4.55
1981 09 24 12 20 22.00,Potentino,3,40.617,15.742,5,4.07
1981 11 29 05 06 45.00,Potentino,14,40.848,15.532,5,4.51
1981 12 20 02 41 53.46,Val d'Agri,,40.3,15.919,,4.26
1982 03 21 09 44 01.59,Golfo di Policastro,125,39.841,15.747,07/08/20,5.23
1982 08 15 15 09 51.00,Irpinia,24,40.832,15.244,6,5.32
1982 09 30 00 10,Irpinia,4,40.889,15.264,04/05/20,4.26
1983 02 02 08 14 16.00,Potentino,42,40.638,15.655,5,4.35
1983 07 27 19 04 32.40,Alta Valle del Sele,,40.741,15.245,,4.49
1983 09 20 16 28 48.00,Irpinia,19,40.792,15.177,5,3.96
1983 09 30 11 30 39.91,Gargano,,41.695,16.057,,4.02
1983 10 31 23 28 35.18,Tirreno meridionale,,39.126,15.998,,4.68
1984 01 05 12 39 39.00,Lagonegrese,18,40.087,15.719,5,4.09
1984 06 23 00 37 03.06,Sila Greca,,39.495,16.668,,4.22
1984 10 23 20 49 30.48,Golfo di Taranto,,39.804,16.721,,4.07
1984 10 30 14 39 49.46,Tirreno meridionale,,39.638,15.608,,4.9
1985 09 19 04 54 26.15,Ionio settentrionale,,39.673,18.832,,3.99
1985 10 27 11 45 27.91,Gargano,,41.705,15.854,,4.1
1986 07 23 08 19 50.87,Potentino,48,40.628,15.746,6,4.61
1986 09 08 22 21 14.12,Tirreno meridionale,,39.446,15.626,,4.26
1986 09 19 12 36 45.32,Tirreno meridionale,,39.207,15.852,,4.93
1987 01 28 05 33 21.76,Potentino,62,40.835,15.554,5,4.54
1987 09 01 00 04 40.51,Potentino,4,40.687,15.556,04/05/20,4.05
1987 10 27 18 20 33.88,Tirreno meridionale,,39.639,15.622,,4.68
1988 01 08 13 05 46.75,Pollino,169,40.011,15.94,7,4.7
1988 01 12 23 01 00.68,Cilento,74,40.308,15.461,6,4.52
1988 03 08 19 02 45.31,Tirreno meridionale,,39.778,15.377,,4.46
1988 04 13 21 28 27.56,Golfo di Taranto,272,39.682,16.879,06/07/20,4.86
1988 04 26 01 10 11.89,Adriatico meridionale,,41.391,18.163,,4.17
1989 03 11 21 05,Gargano,61,41.762,15.642,5,4.34
1989 05 29 11 19 10.75,Appennino lucano,77,40.542,15.733,5,4.34
1990 01 24 03 51 08.32,Crotonese,21,39.113,16.773,05/06/20,3.26
1990 01 24 04 45 04.02,Crotonese,63,39.129,16.96,5,4.43
1990 01 24 16 18 59.77,Crotonese,26,39.165,16.787,05/06/20,4.01
1990 02 18 20 10 48.71,Adriatico centrale,46,42.171,16.457,,4.24
1990 05 05 07 21 17.24,Potentino,,40.731,15.855,,4.68
1990 05 05 07 21 29.61,Potentino,1375,40.738,15.741,,5.77
1990 05 05 07 38 11.02,Potentino,,40.658,15.88,,4.81
1990 05 05 08 03 48.19,Potentino,,40.646,15.886,,4.04
1990 05 05 19 59 57.78,Potentino,,40.649,15.835,,4.08
1990 08 26 13 41 24.38,Potentino,26,40.465,15.728,6,4.03
1990 08 28 19 02 52.35,Potentino,84,40.727,15.927,,4.21
1990 11 29 08 30 10.02,Golfo di Policastro,,39.96,15.767,,4.26
1991 03 30 03 04 58.52,Valle del Crati,67,39.399,16.356,5,4.01
1991 04 18 19 24 03.06,Piana di Metaponto,26,40.415,16.804,,4.13
1991 04 24 13 22 16.11,Sila,48,39.26,16.722,5,4.04
1991 05 05 17 16 55.18,Val d'Agri,27,40.203,15.95,05/06/20,4
1991 05 09 08 57 13.17,Sila Greca,18,39.429,16.587,5,3.54
1991 05 26 12 25 59.42,Potentino,597,40.689,15.821,7,5.08
1991 06 06 06 34 38.02,Potentino,25,40.629,15.788,5,3.37
1991 06 20 11 32 18.38,Potentino,26,40.791,15.466,05/06/20,3.71
1991 12 15 05 52 19.85,Cosentino,51,39.163,16.073,05/06/20,4.26
1992 07 02 11 03 34.57,Appennino campano-lucano,15,40.67,15.499,04/05/20,3.23
1992 08 28 13 05 40.24,Tirreno meridionale,,39.641,15.432,,4.53
1992 11 05 13 34 27.86,Gargano,32,41.702,15.778,5,4.34
1993 08 10 01 14 11.45,Golfo di Taranto,79,39.523,17.101,04/05/20,4.45
1993 08 16 06 40 40.69,Appennino campano-lucano,22,40.601,15.566,5,3.67
1993 08 31 00 16 40.64,Tirreno meridionale,,39.962,15.208,,4.16
1993 12 29 12 45 22.50,Pollino,,39.732,15.994,,4.36
1994 01 06 12 28 53.85,Tirreno meridionale,,39.612,15.577,,4.07
1994 01 07 18 30 12.46,Golfo di Taranto,26,40.204,17.32,,4.03
1994 03 21 21 41 01.92,Tirreno meridionale,,39.748,15.46,,5.03
1994 03 26 00 41 18.48,Catanzarese,41,38.913,16.775,04/05/20,4.25
1994 10 12 04 59 13.98,Tirreno meridionale,32,39.748,15.394,,4.57
1995 04 17 03 26 17.34,Costa calabra settentrionale,13,39.601,17.08,,4.06
1995 05 15 14 17 41.48,Tirreno meridionale,,39.644,15.441,,4.07
1995 05 29 20 44 23.74,Val d'Agri,103,40.272,16.047,5,4.18
1995 08 08 07 53 44.72,Piana di Sibari,49,39.699,16.517,04/05/20,4.31
1995 09 30 10 14 33.86,Gargano,145,41.79,15.971,6,5.15
1995 10 05 23 51 50.10,Gargano,20,41.779,15.859,5,3.95
1995 10 08 09 12 36.05,Gargano,13,41.836,15.843,04/05/20,3.48
1996 02 28 06 56 32.22,Gargano,8,41.861,15.935,5,3.68
1996 04 03 13 04 34.98,Irpinia,557,40.661,15.454,6,4.9
1996 04 27 00 38 26.81,Sila Greca,123,39.493,16.454,06/07/20,4.77
1996 06 01 12 28 23.23,Bassa Murgia,,40.523,16.879,,4.06
1996 06 05 01 17 41.43,Val d'Agri,10,40.274,15.884,04/05/20,3.3
1996 07 16 12 46 14.75,Irpinia,37,40.672,15.418,5,3.45
