Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1981 05 26 09 27 56.00,Reggiano,6,44.655,10.434,5,3.75
1982 08 06 13 29 34.13,Monferrato,,44.923,8.168,,4.15
1982 09 01 15 33 18.00,Valle del Serchio,47,43.932,10.53,05/06/20,4.21
1983 01 03 17 03 04.77,Valsassina,,45.965,9.424,,4.27
1983 07 21 13 31 22.20,Prealpi Vicentine,3,45.846,11.324,,4.44
1983 11 09 16 29 52.00,Parmense,850,44.755,10.265,06/07/20,5.04
1984 04 22 17 39 21.00,Costa pisano-livornese,39,43.558,10.229,6,4.61
1984 04 22 19 45 41.70,Costa pisano-livornese,6,43.58,10.381,5,4.1
1984 05 01 22 14 22.56,Costa pisano-livornese,16,43.561,10.296,5,3.89
1984 05 21 14 07 44.67,Costa pisano-livornese,1,43.408,10.278,,3.97
1984 08 03 23 15 32.00,Garfagnana,4,44.152,10.275,04/05/20,3.3
1985 01 23 10 10 16.55,Garfagnana,73,44.085,10.449,6,4.6
1985 07 10 13 53 29.30,Appennino parmense,1,44.558,9.672,05/06/20,3.76
1985 07 21 06 16 44.76,Appennino parmense,1,44.608,9.616,05/06/20,3.67
1985 08 08 19 05 17.01,Appennino parmense,2,44.565,9.659,5,3.66
1985 08 15 18 58 03.78,Appennino parmense,7,44.605,9.63,7,4.51
1985 11 24 06 54 04.08,Appennino forlivese,29,43.844,12.017,05/06/20,4.29
1986 05 12 13 03 49.08,Appennino parmense,2,44.596,9.624,5,3.8
1986 10 01 19 53 39.71,Lunigiana,68,44.277,10.125,5,4.46
1986 12 06 17 07 19.77,Ferrarese,604,44.947,11.444,6,4.43
1987 01 22 05 10 50.09,Costa pisano-livornese,157,43.541,10.188,05/06/20,4.15
1987 02 10 21 20 13.74,Lunigiana,54,44.246,10.187,5,4.09
1987 04 24 02 30 27.04,Reggiano,54,44.812,10.691,6,4.64
1987 05 02 20 43 53.32,Reggiano,802,44.81,10.694,6,4.71
1987 05 08 11 10 27.88,Bassa modenese,24,44.861,11.157,6,4.44
1987 05 24 10 23 24.76,Garda occidentale,29,45.726,10.668,6,4.63
1987 07 03 10 46 56.62,Canavese,25,45.409,7.567,6,4.08
1987 07 10 08 09 27.25,Garda settentrionale,15,46.002,10.93,5,4.11
1987 07 11 01 46 52.02,Bassa Bolognese,15,44.771,11.306,5,4.2
1987 07 21 15 16 47.69,Lomellina,,45.098,8.731,,4.82
1988 02 08 11 24 46.14,Garfagnana,75,44.098,10.426,6,4.34
1988 02 08 13 36 44.64,Frignano,43,44.195,10.555,5,4.28
1988 03 15 12 03 16.17,Reggiano,160,44.838,10.724,6,4.57
1988 08 16 07 35 02.59,Alta Val di Taro,,44.475,9.854,,4.08
1989 09 13 21 54 01.50,Prealpi Vicentine,779,45.882,11.264,06/07/20,4.85
1989 09 13 21 54 35.30,Alessandrino,,44.856,8.673,,4.55
1989 10 03 09 41 32.85,Appennino parmense,91,44.461,10.058,4,4.04
1990 02 11 07 00 38.00,Torinese,201,44.918,7.558,6,4.69
1990 06 24 05 52 30.89,Colline Metallifere,5,43.186,10.815,04/05/20,3.56
1991 01 14 07 38 36.65,Casentino,62,43.781,11.853,5,4.26
1991 10 31 09 31 18.63,Emilia occidentale,134,44.939,9.997,5,4.33
1992 04 17 11 59 07.29,Appennino bolognese,56,44.432,11.011,04/05/20,4.11
1992 05 20 01 21 13.00,Garfagnana,14,44.181,10.255,04/05/20,3.14
1992 06 17 00 47 08.31,Valli di Lanzo,26,45.191,7.49,04/05/20,3.35
1993 06 14 12 28 36.10,Val d'Ossola,139,45.964,8.283,05/06/20,4.34
1993 07 17 05 46 04.15,Liguria occidentale,4,44.213,8.243,5,3.88
1993 07 17 10 34 59.70,Liguria occidentale,336,44.199,8.245,5,4.34
1993 08 06 07 51 47.61,Colline Metallifere,35,43.291,10.944,05/06/20,4.03
1993 11 05 02 01 03.79,Cesenate,10,44.194,12.205,,3.99
1993 11 07 23 21 11.72,Cesenate,36,44.181,12.18,04/05/20,3.95
1993 11 09 13 46 24.39,Cesenate,28,44.141,12.269,04/05/20,3.93
1993 12 09 18 16 50.88,Lago d'Iseo,175,45.773,10.167,5,4.11
1994 10 24 23 22 47.70,Val Lagarina,75,45.936,11.213,5,4.15
1995 02 01 20 24 06.96,Val di Pesa,,43.663,11.182,,4.93
1995 03 03 16 16 40.02,Lunigiana,43,44.366,10.006,5,4.2
1995 08 24 17 27 33.00,Appennino pistoiese,56,44.133,10.961,6,4.45
1995 10 10 06 54 21.72,Lunigiana,341,44.109,9.997,7,4.82
1995 10 29 13 00 27.69,Lago d'Iseo,408,45.723,9.849,05/06/20,4.35
1995 11 21 04 04 34.57,Torinese,64,45.066,7.427,05/06/20,4.07
1995 12 09 23 14 36.68,Langhe,,44.706,7.954,,4.28
1995 12 27 23 44 27.69,Forlivese,37,44.156,12.113,5,3.97
1995 12 31 21 29 47.60,Appennino reggiano,96,44.422,10.566,04/05/20,4.51
1996 03 14 01 56 37.25,Appennino tosco-romagnolo,20,44.219,11.452,04/05/20,3.56
1996 07 11 19 09 26.37,Lunigiana,80,44.153,9.941,5,4.06
1996 10 15 09 55 59.95,Pianura emiliana,135,44.798,10.678,7,5.38
1996 10 15 10 19 44.10,Pianura emiliana,,44.815,10.691,,4.1
1996 10 15 12 18 24.22,Pianura emiliana,,44.803,10.677,,4.38
1996 10 16 00 24 29.10,Pianura emiliana,,44.826,10.7,,4.16
1996 10 26 04 56 54.10,Pianura emiliana,63,44.853,10.699,05/06/20,3.94
1996 10 26 06 50 26.94,Pianura emiliana,35,44.776,10.88,05/06/20,3.63
1996 11 25 19 47 22.75,Liguria occidentale,18,44.166,8.506,,4.01
1996 11 25 19 47 53.85,Pianura emiliana,65,44.787,10.715,05/06/20,4.29
1996 12 16 09 09 53.08,Pianura emiliana,115,44.814,10.693,05/06/20,4.06
1997 04 16 06 45 50.66,Appennino reggiano,,44.501,10.716,,4.06
1997 05 12 22 13 52.50,Pianura emiliana,56,44.781,10.63,04/05/20,3.68
1997 12 24 17 53 10.12,Garfagnana,98,44.168,10.487,5,4.33
1998 02 21 02 21 13.30,Pianura emiliana,104,44.777,10.723,5,3.93
1998 05 20 11 07 41.83,Colline Metallifere,31,43.081,10.81,04/05/20,4.19
1999 01 25 22 45 58.08,Appennino forlivese,97,43.98,11.962,5,4.36
1999 07 07 17 16 12.59,Frignano,32,44.292,10.852,5,4.67
2000 05 02 08 48 50.89,Faentino,,44.203,11.924,,4.1
2000 05 06 22 07 03.78,Faentino,85,44.243,11.973,5,4.08
2000 05 07 00 44 50.17,Faentino,,44.202,11.884,,4.57
2000 05 08 12 29 56.20,Faentino,126,44.279,11.917,5,4.67
2000 05 09 17 51 21.02,Faentino,,44.235,11.919,,4.22
2000 05 10 16 52 11.60,Faentino,151,44.243,11.932,05/06/20,4.82
2000 05 11 11 57 16.32,Faentino,,44.274,11.904,,4.16
2000 05 12 11 26 39.23,Faentino,,44.315,11.939,,4.29
2000 06 18 07 42 07.68,Pianura emiliana,304,44.785,10.746,05/06/20,4.4
2000 06 18 08 14 23.95,Pianura emiliana,,44.693,10.633,,4.88
2000 08 03 09 56 40.85,Liguria occidentale,,44.257,8.189,,4.28
2000 08 21 17 14,Monferrato,595,44.911,8.38,6,4.94
2000 10 03 01 12 36.56,Frignano,62,44.333,10.656,5,4.22
2001 02 06 22 28 44.36,Mar Ligure,47,44.071,8.646,04/05/20,4.17
2001 07 18 22 47 10.71,Monferrato,253,44.801,8.427,5,4.23
2002 06 08 20 13 07.10,Frignano,115,44.274,10.617,4,4.23
2002 06 18 22 23 38.10,Frignano,186,44.395,10.683,4,4.3
2002 06 19 22 11 15.57,Frignano,52,44.413,10.681,3,4.03
2002 11 02 10 57 44.89,Ferrarese,79,44.593,12.143,4,4.21
2002 11 13 10 48 03.19,Franciacorta,768,45.65,10.141,5,4.21
2003 01 26 19 57 03.21,Appennino forlivese,35,43.883,11.96,6,4.66
2003 01 26 20 01 15.42,Appennino forlivese,,43.887,11.95,,4.19
2003 01 26 20 15 03.07,Appennino forlivese,63,43.875,11.959,05/06/20,4.5
2003 01 29 23 50 16.38,Appennino forlivese,71,43.898,11.926,04/05/20,4.06
2003 04 11 09 26 57.78,Valle Scrivia,78,44.758,8.868,06/07/20,4.81
2003 06 30 07 03 41.21,Costa pisano-livornese,,43.651,10.189,,4.17
2003 09 14 21 42 53.18,Appennino bolognese,133,44.255,11.38,6,5.24
2003 09 15 00 02 34.52,Appennino bolognese,,44.273,11.404,,4.01
2003 12 07 10 20 33.04,Forlivese,165,44.162,12.18,5,4.18
2004 11 24 22 59 38.55,Garda occidentale,176,45.685,10.521,07/08/20,4.99
2005 04 13 18 46 07.69,Valle del Trebbia,163,44.69,9.326,4,3.68
2005 04 18 10 59 18.56,Valle del Trebbia,284,44.724,9.348,4,3.97
2005 07 05 12 33 50.80,Canavese,92,45.326,7.682,5,3.48
2005 07 15 15 17 18.00,Forlivese,173,44.207,12.117,04/05/20,4.29
2006 04 16 21 15 02.78,Appennino forlivese,,43.957,11.798,,4.46
2006 04 17 21 42 58.25,Costa pisano-livornese,,43.621,10.213,,4.16
2007 05 09 06 03 49.66,Pianura emiliana,,44.801,10.478,,4.21
2007 07 30 19 05 43.08,Pianura emiliana,,44.898,10.003,,4.45
2007 12 28 04 05 43.55,Appennino parmense,,44.51,10.133,,4.18
2008 03 01 07 43 13.08,Mugello,,44.063,11.253,,4.72
2008 03 01 08 08 05.33,Mugello,,44.082,11.267,,4.04
2008 03 01 08 43 46.60,Mugello,,44.046,11.227,,4.24
2008 03 01 10 43 06.07,Mugello,,44.054,11.203,,4.05
2008 03 26 09 19 30.57,Lunigiana,,44.342,9.81,,4.18
2008 12 23 15 24 21.77,Parmense,291,44.544,10.345,06/07/20,5.36
2008 12 23 21 58 26.57,Parmense,,44.527,10.355,,4.81
2008 12 23 23 37 06.00,Parmense,,44.582,10.256,,4.08
2008 12 25 03 08 29.80,Parmense,,44.556,10.309,,4.09
2009 04 05 20 20 53.35,Faentino,,44.23,11.913,,4.71
2009 04 19 12 39 50.08,Langhe,,44.735,7.868,,4.21
2009 09 14 20 04 31.03,Mugello,,44.025,11.275,,4.4
2009 10 19 10 08 49.64,Piacentino,,44.814,9.772,,4.12
2010 09 05 07 07 23.42,Appennino forlivese,,44.126,12.156,,4
2011 05 24 22 03 51.98,Appennino forlivese,,43.867,12.033,,4.15
2011 07 12 06 53 22.47,Appennino forlivese,,43.927,11.855,,4.29
2011 07 12 07 15 08.33,Appennino forlivese,,43.934,11.856,,4.18
2011 07 17 18 30 27.31,Pianura lombardo-veneta,73,45.01,11.367,5,4.79
2011 10 20 06 11 18.86,Appennino ligure,,44.521,9.393,,4.22
2011 10 29 04 13 34.35,Val Lagarina,,45.712,10.911,,4.07
2012 01 24 23 54 46.03,Verona,,45.528,10.985,,4.07
2012 01 25 08 06 37.09,Pianura emiliana,25,44.871,10.51,05/06/20,4.98
2012 01 27 14 53 12.74,Appennino parmense,,44.523,10.009,,5.05
2012 03 05 15 15 06.99,Appennino ligure,,44.494,9.354,,4.27
2012 05 19 23 13 25.62,Pianura emiliana,,44.91,11.247,,4.25
2012 05 20 02 03 50.17,Pianura emiliana,53,44.895,11.263,7,6.09
2012 05 20 02 06 12.05,Pianura emiliana,,44.878,11.12,,4.95
2012 05 20 02 06 26.47,Pianura emiliana,,44.905,11.165,,4.95
2012 05 20 02 07 28.95,Pianura emiliana,,44.873,11.27,,5.17
2012 05 20 02 09 48.35,Pianura emiliana,,44.833,11.34,,4.42
2012 05 20 02 11 45.55,Pianura emiliana,,44.86,11.341,,4.42
2012 05 20 02 12 40.47,Pianura emiliana,,44.87,11.219,,4.42
2012 05 20 02 20 56.52,Pianura emiliana,,44.851,10.948,,4.14
2012 05 20 02 21 50.49,Pianura emiliana,,44.89,11.115,,4.24
2012 05 20 02 25 01.93,Pianura emiliana,,44.85,11.305,,4.04
2012 05 20 02 35 32.44,Pianura emiliana,,44.824,11.478,,4.25
2012 05 20 02 39 07.41,Pianura emiliana,,44.881,11.227,,4.13
2012 05 20 03 02 47.09,Pianura emiliana,,44.859,11.152,,5.04
2012 05 20 09 13 18.49,Pianura emiliana,,44.868,11.236,,4.22
2012 05 20 10 12 18.51,Pianura emiliana,,44.892,11.137,,4.21
2012 05 20 13 18 01.77,Pianura emiliana,,44.813,11.44,,5.16
2012 05 20 13 21 05.31,Pianura emiliana,,44.833,11.351,,4.21
2012 05 20 17 37 14.14,Pianura emiliana,,44.865,11.305,,4.5
2012 05 20 17 38 14.38,Pianura emiliana,,44.879,11.253,,4.56
2012 05 21 16 37 31.36,Pianura emiliana,,44.865,11.305,,4.12
2012 05 23 21 41 18.21,Pianura emiliana,,44.846,11.243,,4.11
2012 05 25 10 31 22.70,Pianura emiliana,,44.841,11.222,,4.03
2012 05 27 20 25 42.74,Pianura emiliana,,44.856,11.167,,4.03
2012 05 29 07 00 02.88,Pianura emiliana,87,44.841,11.065,07/08/20,5.9
2012 05 29 07 07 20.91,Pianura emiliana,,44.846,10.99,,4.1
2012 05 29 08 25 51.48,Pianura emiliana,,44.864,10.947,,4.65
2012 05 29 08 27 22.65,Pianura emiliana,,44.883,11.041,,4.64
2012 05 29 08 40 57.44,Pianura emiliana,,44.869,10.966,,4.27
2012 05 29 08 41 42.33,Pianura emiliana,,44.877,10.946,,4.21
2012 05 29 09 29 37.09,Pianura emiliana,,44.883,11.002,,4.21
2012 05 29 10 03 25.76,Pianura emiliana,,44.857,11.1,,4.1
2012 05 29 10 55 56.55,Pianura emiliana,,44.865,10.979,,5.5
2012 05 29 11 00 01.68,Pianura emiliana,,44.855,10.941,,4.95
2012 05 29 11 00 22.99,Pianura emiliana,,44.866,10.976,,4.88
2012 05 29 11 07 04.63,Pianura emiliana,,44.893,11.033,,4.18
2012 05 29 14 39 40.28,Pianura emiliana,,44.89,11.027,,4.03
2012 05 30 06 00 33.43,Pianura emiliana,,44.9,10.934,,4.05
2012 05 31 19 04 04.00,Pianura emiliana,,44.881,10.984,,4.04
2012 06 03 19 20 43.39,Pianura emiliana,,44.886,10.95,,4.9
2012 06 06 04 08 31.41,Ravenna,,44.399,12.322,,4.21
2012 06 12 01 48 36.14,Modenese,,44.89,10.921,,4.16
2012 10 03 14 41 29.36,Piacentino,,44.782,9.67,,4.52
2013 01 25 14 48 18.27,Garfagnana,,44.164,10.445,,5.01
2013 06 21 10 33 56.07,Lunigiana,27,44.131,10.136,6,5.36
2013 06 21 12 12 39.66,Lunigiana,,44.162,10.135,,4.3
2013 06 23 15 01 33.86,Lunigiana,,44.168,10.2,,4.63
2013 06 30 14 40 08.48,Lunigiana,,44.159,10.186,,4.77
2013 07 11 04 32 20.94,Appennino forlivese,,43.816,12.055,,4.21
2014 09 07 10 45 01.23,Appennino tosco-emiliano,,44.119,10.672,,4.4
2014 12 19 09 39 41.29,Val di Pesa,,43.603,11.24,,4.16
2014 12 19 10 36 30.62,Val di Pesa,,43.606,11.24,,4.33
2015 01 23 06 51 20.34,Appennino bolognese,,44.127,11.12,,4.46
2015 03 04 00 00 04.35,Valdelsa,,43.603,11.175,,3.99
2015 04 24 15 02 53.60,Faentino,,44.249,11.908,,4.19
2015 09 13 01 04 34.97,Val di Pesa,,43.604,11.23,,4.01
2016 06 23 14 37 56.19,Lunigiana,,44.16,9.922,,4.11
2016 10 25 16 53 00.97,Valdelsa,,43.606,11,,4.08
2016 12 09 07 21 50.20,Appennino reggiano,,44.332,10.481,,3.99
2017 06 20 01 37 12.66,Appennino tosco-emiliano,,44.203,11.516,,4.14
2017 11 19 12 37 44.70,Parmense,,44.66,10.033,,4.6
